scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine,condition_id,condition,condition_index
One-Shot LLM,25,2030,180,18,4500,0.2771111111111111,4.19854197531497,13.66992385417988,37.87581802949176,726.1965053455741,1.0,0.0,0.0,0.01498033331396679,760.0,135.0,0.041666666666666664,0.265625,0.44126074498567336,uav_blockage,UAV blockage,3
AAI-CDOS,25,2031,180,68,4500,0.8937777777777778,0.3207619837637843,0.6200364395400767,1.509069254843509,24.56721272024657,1.2126666666666666,0.21266666666666667,6.957111111111111,0.01269928890461516,881.2715555555556,103.07666666666667,0.7549234135667396,0.901624945103206,0.9770817417876242,uav_blockage,UAV blockage,3
Single Domain,25,2031,180,68,4500,0.5455555555555556,0.6503010428749818,1.8304218354217594,10.119319010455811,217.43266873223422,1.0,0.0,1.0,0.0019743773413615096,0.0,0.0,0.0886214442013129,0.5450153711023277,0.865546218487395,uav_blockage,UAV blockage,3
Independent Agents,25,2031,180,68,4500,0.5933333333333334,0.3830922762832836,0.7572232552124541,8.268994781944894,176.238894778515,1.0,0.0,4.0,0.009621333143311657,0.0,0.0,0.08096280087527352,0.5814668423364076,0.9717341482047365,uav_blockage,UAV blockage,3
One-Shot LLM,25,2031,180,68,4500,0.3111111111111111,3.538891407959497,13.396286865221448,29.834638848750863,593.1437650902777,1.0,0.0,0.0,0.015032666606000729,760.0,135.0,0.05142231947483589,0.3100570926657883,0.494270435446906,uav_blockage,UAV blockage,3
AAI-CDOS,25,2032,180,38,4500,0.888,0.348077198405431,0.7274871229668302,1.6372732188078054,29.86610048408439,1.224,0.224,7.008,0.01290724468546816,883.1982222222222,104.04,0.7466960352422908,0.8898678414096917,0.9818456883509834,uav_blockage,UAV blockage,3
Single Domain,25,2032,180,38,4500,0.46955555555555556,0.8828730006100135,3.795098464692369,15.33723732453545,295.6052246709053,1.0,0.0,1.0,0.001779910733198954,0.0,0.0,0.06607929515418502,0.42555066079295156,0.8222390317700454,uav_blockage,UAV blockage,3
Independent Agents,25,2032,180,38,4500,0.5524444444444444,0.4010734318446865,0.7465249079364265,10.731747096410762,216.0654798987078,1.0,0.0,4.0,0.009290355516390668,0.0,0.0,0.06938325991189427,0.4960352422907489,0.981089258698941,uav_blockage,UAV blockage,3
One-Shot LLM,25,2032,180,38,4500,0.29977777777777775,3.1163187455875887,13.074355251489772,31.319887593460717,625.0939902913243,1.0,0.0,0.0,0.014659555590090653,760.0,135.0,0.042951541850220265,0.2621145374449339,0.5408472012102874,uav_blockage,UAV blockage,3
AAI-CDOS,25,2033,180,199,4500,0.8986666666666666,0.3409189198084007,0.6823147700480636,1.4858214035476238,15.91881648105305,1.2026666666666668,0.20266666666666666,6.912,0.012991799830666019,879.5715555555555,102.22666666666667,0.7629796839729119,0.9016100178890877,0.9811320754716981,uav_blockage,UAV blockage,3
Single Domain,25,2033,180,199,4500,0.5308888888888889,0.8141854867354575,3.3907272538741857,12.077852192081119,247.00790130782315,1.0,0.0,1.0,0.001897377705770648,0.0,0.0,0.12415349887133183,0.5196779964221825,0.8105950653120464,uav_blockage,UAV blockage,3
Independent Agents,25,2033,180,199,4500,0.5988888888888889,0.3883772100860236,0.696755048266426,8.463912385782333,165.93093808374084,1.0,0.0,4.0,0.009417022002809163,0.0,0.0,0.0835214446952596,0.5684257602862254,0.9796806966618288,uav_blockage,UAV blockage,3
One-Shot LLM,25,2033,180,199,4500,0.3397777777777778,3.0814939531326058,13.221598003334925,25.757500925930003,517.7922974933166,1.0,0.0,0.0,0.01584239979274571,760.0,135.0,0.07110609480812641,0.3363148479427549,0.5181422351233672,uav_blockage,UAV blockage,3
AAI-CDOS,25,2034,180,67,4500,0.8735555555555555,0.3297690847855024,0.7580627468695654,1.842410015532367,37.4034909443783,1.252888888888889,0.2528888888888889,7.138,0.013987377596398195,888.1093333333333,106.49555555555555,0.7016632016632016,0.8870031263957123,0.9776751347190146,uav_blockage,UAV blockage,3
Single Domain,25,2034,180,67,4500,0.47155555555555556,0.7628299986825143,2.4991544519887636,14.219958841417823,274.7965693108457,1.0,0.0,1.0,0.0017630446365930969,0.0,0.0,0.07692307692307693,0.4452880750334971,0.8090839107005389,uav_blockage,UAV blockage,3
Independent Agents,25,2034,180,67,4500,0.5662222222222222,0.39188386351204774,0.7498682896803927,9.357216758328208,185.71828261304262,1.0,0.0,4.0,0.010284355537603714,0.0,0.0,0.07068607068607069,0.5404198302813756,0.9776751347190146,uav_blockage,UAV blockage,3
One-Shot LLM,25,2034,180,67,4500,0.3231111111111111,2.7835472233656557,13.25652997674883,25.323776948092267,454.87105792799383,1.0,0.0,0.0,0.0162568666273728,760.0,135.0,0.05197505197505198,0.30951317552478785,0.5473441108545035,uav_blockage,UAV blockage,3
AAI-CDOS,25,2035,180,87,4500,0.8771111111111111,0.3454768379138944,0.7235766433150889,1.6976029237059223,27.38854444983818,1.2462222222222221,0.24622222222222223,7.108222222222222,0.012825155760058098,886.976,105.92888888888889,0.7162303664921466,0.8843199276999548,0.9804804804804805,uav_blockage,UAV blockage,3
Single Domain,25,2035,180,87,4500,0.5182222222222223,0.6856309961636069,2.4767578527834235,11.235883998543292,221.26747650773532,1.0,0.0,1.0,0.0017845556527997057,0.0,0.0,0.08376963350785341,0.4948034342521464,0.8686186186186187,uav_blockage,UAV blockage,3
Independent Agents,25,2035,180,87,4500,0.5784444444444444,0.38862549953310604,0.7236718437141831,8.971275755224932,169.2835075694471,1.0,0.0,4.0,0.0090761779445327,0.0,0.0,0.09005235602094241,0.5476728422955265,0.9797297297297297,uav_blockage,UAV blockage,3
One-Shot LLM,25,2035,180,87,4500,0.35644444444444445,2.7828512327213084,12.96893566296021,24.34624530592474,448.26059280230464,1.0,0.0,0.0,0.014787799749885581,760.0,135.0,0.05130890052356021,0.3615002259376412,0.5668168168168168,uav_blockage,UAV blockage,3
AAI-CDOS,25,2036,180,20,4500,0.8742222222222222,0.36203520553083707,0.8130160421017119,1.7532881206808055,42.412022176043266,1.2515555555555555,0.25155555555555553,7.132,0.012511488793986954,887.8826666666666,106.38222222222223,0.68664563617245,0.8916323731138546,0.9772393538913363,uav_blockage,UAV blockage,3
Single Domain,25,2036,180,20,4500,0.49133333333333334,0.7654781637111933,2.5779460116755395,13.081396076972386,299.2543953149227,1.0,0.0,1.0,0.001781644260821243,0.0,0.0,0.06519453207150368,0.46044810242341105,0.8384728340675477,uav_blockage,UAV blockage,3
Independent Agents,25,2036,180,20,4500,0.5744444444444444,0.395076768080388,0.7603915386772342,9.326479367604211,222.24221668378252,1.0,0.0,4.0,0.009206022375211533,0.0,0.0,0.06729758149316509,0.5468678555098309,0.972834067547724,uav_blockage,UAV blockage,3
One-Shot LLM,25,2036,180,20,4500,0.31,3.1356779628918074,13.05243755159081,29.96391386492255,616.8539389957544,1.0,0.0,0.0,0.015107066532234766,760.0,135.0,0.046267087276550996,0.28532235939643347,0.5337738619676946,uav_blockage,UAV blockage,3
AAI-CDOS,25,2037,180,197,4500,0.882,0.34108482115645405,0.7853669983330016,1.717528627727043,16.51874547573431,1.2362222222222221,0.23622222222222222,7.063111111111111,0.013484600368731966,885.276,105.07888888888888,0.73568281938326,0.8796420581655481,0.9837877671333825,uav_blockage,UAV blockage,3
Single Domain,25,2037,180,197,4500,0.4875555555555556,0.8076117811252727,2.7789358739918226,13.79902629505354,286.17393800704093,1.0,0.0,1.0,0.0018501777732227412,0.0,0.0,0.05837004405286344,0.4501118568232662,0.8364038319823139,uav_blockage,UAV blockage,3
Independent Agents,25,2037,180,197,4500,0.5724444444444444,0.38730315534873483,0.7416429347651439,9.338545483456537,199.97556317762385,1.0,0.0,4.0,0.00944380029492701,0.0,0.0,0.07048458149779736,0.5297539149888143,0.9786293294030951,uav_blockage,UAV blockage,3
One-Shot LLM,25,2037,180,197,4500,0.31933333333333336,3.027864830154649,13.334905601374155,27.904217163690223,500.1218360101353,1.0,0.0,0.0,0.014674199997292211,760.0,135.0,0.03854625550660793,0.28680089485458615,0.5607958732498157,uav_blockage,UAV blockage,3
AAI-CDOS,25,2038,180,136,4500,0.8797777777777778,0.3320252536036732,0.7201910346055391,1.7504091413802212,27.49300173692359,1.2404444444444445,0.24044444444444443,7.082,0.013182444355657531,885.9937777777777,105.43777777777778,0.7228915662650602,0.886952636282395,0.9740548554484804,uav_blockage,UAV blockage,3
Single Domain,25,2038,180,136,4500,0.5135555555555555,0.7053351280534342,2.729568607128203,12.855722245023237,252.06783397781376,1.0,0.0,1.0,0.001802377784365995,0.0,0.0,0.09529025191675794,0.49195710455764075,0.832468495181616,uav_blockage,UAV blockage,3
Independent Agents,25,2038,180,136,4500,0.5922222222222222,0.37639848549892413,0.7222576151536216,8.79641496315355,174.65431392054586,1.0,0.0,4.0,0.009538644472033612,0.0,0.0,0.08105147864184009,0.5665773011617515,0.9807264640474426,uav_blockage,UAV blockage,3
One-Shot LLM,25,2038,180,136,4500,0.32555555555555554,2.956851699097926,13.099857402153386,30.142338583668007,597.5959032678699,1.0,0.0,0.0,0.0150857333598348,760.0,135.0,0.0624315443592552,0.31769436997319034,0.5166790214974055,uav_blockage,UAV blockage,3
AAI-CDOS,25,2039,180,236,4500,0.8866666666666667,0.3190860101827042,0.7362098437272152,1.668350544613992,24.397279067078404,1.2266666666666666,0.22666666666666666,7.02,0.013169422331783507,883.6515555555555,104.26666666666667,0.7537058152793614,0.8844483058210252,0.9788039364118092,uav_blockage,UAV blockage,3
Single Domain,25,2039,180,236,4500,0.5028888888888889,0.701493224393977,2.3661037866152292,13.522917955065495,310.2668417523613,1.0,0.0,1.0,0.0018441332956879502,0.0,0.0,0.08893956670467502,0.46655082536924414,0.8410295230885693,uav_blockage,UAV blockage,3
Independent Agents,25,2039,180,236,4500,0.5895555555555556,0.37925209642703006,0.7293366035877927,8.924096283019736,191.07409897454593,1.0,0.0,4.0,0.009477110838310586,0.0,0.0,0.09236031927023945,0.553866203301477,0.9818319454958365,uav_blockage,UAV blockage,3
One-Shot LLM,25,2039,180,236,4500,0.3442222222222222,3.0143125730769387,13.205255520094656,26.830769913419743,565.8717082102606,1.0,0.0,0.0,0.015125066630490538,760.0,135.0,0.06385404789053592,0.3205907906168549,0.5715367146101439,uav_blockage,UAV blockage,3
AAI-CDOS,25,2040,180,81,4500,0.8862222222222222,0.3287930655391343,0.6754173194041148,1.6682215785142147,23.877380523015233,1.2282222222222223,0.22822222222222222,7.027333333333333,0.013066266695710106,883.916,104.39888888888889,0.7449664429530202,0.8857520952801059,0.9813293502613891,uav_blockage,UAV blockage,3
Single Domain,25,2040,180,81,4500,0.5357777777777778,0.7217170289327177,2.2340026211549047,12.03434308249489,234.81320997505014,1.0,0.0,1.0,0.0018347553947630029,0.0,0.0,0.09731543624161074,0.5077194530216145,0.8760268857356236,uav_blockage,UAV blockage,3
Independent Agents,25,2040,180,81,4500,0.5817777777777777,0.38277543492172283,0.6652504573282205,9.671121067824066,200.31925918129366,1.0,0.0,4.0,0.009496000071521848,0.0,0.0,0.07829977628635347,0.545213939126599,0.9798356982823002,uav_blockage,UAV blockage,3
One-Shot LLM,25,2040,180,81,4500,0.3431111111111111,2.7792932541508457,13.2104726174118,28.53769820170423,552.6621983042713,1.0,0.0,0.0,0.014722600074795386,760.0,135.0,0.07718120805369127,0.3034847816497574,0.5877520537714712,uav_blockage,UAV blockage,3
AAI-CDOS,25,2041,180,99,4500,0.8817777777777778,0.34305501093635604,0.7247563254972017,1.6769424032263467,19.14689628644099,1.2364444444444445,0.23644444444444446,7.064,0.01317753344644896,885.3137777777778,105.09777777777778,0.7155457552370452,0.8892362661902635,0.9807976366322009,uav_blockage,UAV blockage,3
Single Domain,25,2041,180,99,4500,0.5408888888888889,0.6935398727447222,2.4478343715221644,10.64641596484018,189.1536332049067,1.0,0.0,1.0,0.001882533413461513,0.0,0.0,0.09592061742006615,0.5310406431442608,0.8552437223042836,uav_blockage,UAV blockage,3
Independent Agents,25,2041,180,99,4500,0.6106666666666667,0.3668743164104665,0.6712590479055865,7.721286280686133,144.76216839554775,1.0,0.0,4.0,0.009782977660910951,0.0,0.0,0.08379272326350606,0.6002679767753462,0.9807976366322009,uav_blockage,UAV blockage,3
One-Shot LLM,25,2041,180,99,4500,0.3648888888888889,2.6430826672890193,12.487877389935399,21.801331764996203,406.4561575854252,1.0,0.0,0.0,0.015177933673840016,760.0,135.0,0.07497243660418963,0.35462259937472085,0.5760709010339734,uav_blockage,UAV blockage,3
AAI-CDOS,25,2042,180,6,4500,0.8917777777777778,0.31171789399499833,0.588804648739421,1.5531095892782376,35.83793229718444,1.2164444444444444,0.21644444444444444,6.974,0.015989222195154678,881.9137777777778,103.39777777777778,0.7723669309173273,0.8836797877045555,0.9830383480825958,uav_blockage,UAV blockage,3
Single Domain,25,2042,180,6,4500,0.5175555555555555,0.6773262164841063,1.7958643299777761,11.971791643108029,244.15440215746972,1.0,0.0,1.0,0.002141955528511769,0.0,0.0,0.06795016987542468,0.47810703228659884,0.8761061946902655,uav_blockage,UAV blockage,3
Independent Agents,25,2042,180,6,4500,0.584,0.37770879034871097,0.6934164266874752,8.733228672043658,179.8975959099823,1.0,0.0,4.0,0.009978044344784899,0.0,0.0,0.07587768969422423,0.5435647943387881,0.9823008849557522,uav_blockage,UAV blockage,3
One-Shot LLM,25,2042,180,6,4500,0.3002222222222222,3.50790098373326,13.584081959435192,31.05116683391483,620.5119826790652,1.0,0.0,0.0,0.014456155664649688,760.0,135.0,0.044167610419026046,0.27908005307386113,0.5022123893805309,uav_blockage,UAV blockage,3
AAI-CDOS,25,2043,180,19,4500,0.8768888888888889,0.36598139499299054,0.8058505038889868,1.7691844549856934,38.62253528883304,1.2464444444444445,0.24644444444444444,7.109111111111111,0.012685866761280017,887.0137777777778,105.94777777777777,0.7071038251366121,0.8857271906052394,0.975929978118162,uav_blockage,UAV blockage,3
Single Domain,25,2043,180,19,4500,0.48577777777777775,0.8441984269267685,2.807519079042179,13.68346379447499,269.4237257897576,1.0,0.0,1.0,0.0018031553611055845,0.0,0.0,0.0633879781420765,0.4480578139114724,0.8285922684172137,uav_blockage,UAV blockage,3
Independent Agents,25,2043,180,19,4500,0.5728888888888889,0.40487674421956327,0.7865957349502936,9.46462124199905,195.51202591831623,1.0,0.0,4.0,0.00918462219932634,0.0,0.0,0.06448087431693988,0.5329719963866305,0.9766593727206418,uav_blockage,UAV blockage,3
One-Shot LLM,25,2043,180,19,4500,0.302,3.3532951287562107,13.27725784999555,32.61879746119604,617.0378153655669,1.0,0.0,0.0,0.014491555753112253,760.0,135.0,0.04590163934426229,0.2669376693766938,0.5295404814004376,uav_blockage,UAV blockage,3
AAI-CDOS,25,2044,180,47,4500,0.8822222222222222,0.3469035848340282,0.7745147520448883,1.6313484329731633,36.591511577509436,1.2355555555555555,0.23555555555555555,7.06,0.012760444408437857,885.1626666666667,105.02222222222223,0.7307692307692307,0.8846669646848457,0.9753444525018129,uav_blockage,UAV blockage,3
Single Domain,25,2044,180,47,4500,0.4671111111111111,0.7962626248123749,2.478095530765236,14.408779169140754,335.755445061686,1.0,0.0,1.0,0.0017708443079350723,0.0,0.0,0.0667420814479638,0.40634778721502013,0.8223350253807107,uav_blockage,UAV blockage,3
Independent Agents,25,2044,180,47,4500,0.56,0.4035563540524478,0.7776030949885695,9.75298988645086,226.21748500263374,1.0,0.0,4.0,0.009444089179548124,0.0,0.0,0.0757918552036199,0.4988824318283415,0.9695431472081218,uav_blockage,UAV blockage,3
One-Shot LLM,25,2044,180,47,4500,0.3071111111111111,3.160565018962059,13.418714131007244,31.47878416296123,660.1111735842763,1.0,0.0,0.0,0.014634999899297126,760.0,135.0,0.029411764705882353,0.2637460885113992,0.5554749818709209,uav_blockage,UAV blockage,3
AAI-CDOS,25,2045,180,136,4500,0.8993333333333333,0.3285183985998269,0.6598054626610641,1.4254671056201504,8.15104973780006,1.2017777777777778,0.20177777777777778,6.908222222222222,0.012549533528120568,879.4204444444445,102.1511111111111,0.7660891089108911,0.8986397542781922,0.9766454352441614,uav_blockage,UAV blockage,3
Single Domain,25,2045,180,136,4500,0.5504444444444444,0.6932679917782253,2.3843529717458507,10.715740774681855,217.05830324940806,1.0,0.0,1.0,0.0017701109172776341,0.0,0.0,0.0952970297029703,0.5304958315050461,0.8428874734607219,uav_blockage,UAV blockage,3
Independent Agents,25,2045,180,136,4500,0.5968888888888889,0.38877996059581144,0.7049835316144212,8.48903337640109,156.83058964826662,1.0,0.0,4.0,0.009188066721738627,0.0,0.0,0.06188118811881188,0.550680122860904,0.9773531493276716,uav_blockage,UAV blockage,3
One-Shot LLM,25,2045,180,136,4500,0.36822222222222223,2.7570583993919495,13.121819939017511,24.48282036851391,474.6731142020855,1.0,0.0,0.0,0.01453397785209947,760.0,135.0,0.06188118811881188,0.34137779727950857,0.5866949752300071,uav_blockage,UAV blockage,3
AAI-CDOS,25,2046,180,125,4500,0.8822222222222222,0.3491545140100809,0.680101728087373,1.6881784918696316,46.23876457014089,1.2355555555555555,0.23555555555555555,7.06,0.012725688549431248,885.1626666666667,105.02222222222223,0.7163355408388521,0.8912848158131177,0.9773391812865497,uav_blockage,UAV blockage,3
Single Domain,25,2046,180,125,4500,0.5226666666666666,0.7508340703091366,3.0787823691026848,12.152863243725095,277.9662788557217,1.0,0.0,1.0,0.0017134666623961595,0.0,0.0,0.08057395143487858,0.5053908355795148,0.8435672514619883,uav_blockage,UAV blockage,3
Independent Agents,25,2046,180,125,4500,0.5855555555555556,0.38236037249235494,0.709937822262976,8.446116802475963,185.6636665474169,1.0,0.0,4.0,0.009010088811111119,0.0,0.0,0.0739514348785872,0.5516621743036837,0.97953216374269,uav_blockage,UAV blockage,3
One-Shot LLM,25,2046,180,125,4500,0.374,2.603168463905537,12.722479701670418,23.00935272579073,483.9945031761107,1.0,0.0,0.0,0.014354711139781607,760.0,135.0,0.06070640176600441,0.3495058400718778,0.6213450292397661,uav_blockage,UAV blockage,3
AAI-CDOS,25,2047,180,225,4500,0.8824444444444445,0.3339498557240851,0.7151615595558336,1.6899310008000172,22.22657832129483,1.2353333333333334,0.23533333333333334,7.059111111111111,0.01376504430340396,885.1248888888889,105.00333333333333,0.7301762114537445,0.8893387314439946,0.9722425127830533,uav_blockage,UAV blockage,3
Single Domain,25,2047,180,225,4500,0.49977777777777777,0.7389620119479051,2.6145581979397368,13.206566753040464,295.00341531142726,1.0,0.0,1.0,0.0017386001159643962,0.0,0.0,0.09140969162995595,0.4619883040935672,0.8319941563184806,uav_blockage,UAV blockage,3
Independent Agents,25,2047,180,225,4500,0.5864444444444444,0.38528613958559893,0.7391198825348713,9.105204737510483,191.25239827772398,1.0,0.0,4.0,0.00936719983453966,0.0,0.0,0.09361233480176212,0.5465587044534413,0.9780861943024105,uav_blockage,UAV blockage,3
One-Shot LLM,25,2047,180,225,4500,0.30822222222222223,2.9867978518593317,13.304186180809522,31.62517240620389,702.899397566616,1.0,0.0,0.0,0.014522844492199106,760.0,135.0,0.06387665198237885,0.28430049482681063,0.5091307523739956,uav_blockage,UAV blockage,3
AAI-CDOS,25,2048,180,105,4500,0.8864444444444445,0.32320102072981616,0.7207816318485465,1.6556274165810212,32.94558606523388,1.2275555555555555,0.22755555555555557,7.024222222222222,0.012592511128685955,883.8026666666667,104.34222222222222,0.7392290249433107,0.8881875563570785,0.9764285714285714,uav_blockage,UAV blockage,3
Single Domain,25,2048,180,105,4500,0.5611111111111111,0.5921111669856483,2.073346230281564,9.820070385867222,210.24218850115045,1.0,0.0,1.0,0.001985244653446393,0.0,0.0,0.10317460317460317,0.5396753832281335,0.8835714285714286,uav_blockage,UAV blockage,3
Independent Agents,25,2048,180,105,4500,0.6053333333333333,0.37354880304985766,0.7200609940641226,7.745429780844824,163.48941988789872,1.0,0.0,4.0,0.01030111092970603,0.0,0.0,0.0691609977324263,0.5829576194770063,0.9785714285714285,uav_blockage,UAV blockage,3
One-Shot LLM,25,2048,180,105,4500,0.37155555555555553,2.620143887362286,12.304513664548487,25.081786160711562,459.96005780729297,1.0,0.0,0.0,0.01589820024997203,760.0,135.0,0.061224489795918366,0.3440036068530207,0.6107142857142858,uav_blockage,UAV blockage,3
AAI-CDOS,25,2049,180,221,4500,0.8931111111111111,0.3484817842904899,0.686092995185924,1.582642849240356,28.689291716282426,1.2137777777777778,0.2137777777777778,6.962,0.013343555600537607,881.4604444444444,103.17111111111112,0.7354838709677419,0.9059518400726942,0.9795471146822499,uav_blockage,UAV blockage,3
Single Domain,25,2049,180,221,4500,0.5046666666666667,0.8967664489923735,3.944490979337338,12.6043002837006,300.8385830589926,1.0,0.0,1.0,0.0020264665751407542,0.0,0.0,0.07096774193548387,0.4770558836892322,0.843681519357195,uav_blockage,UAV blockage,3
Independent Agents,25,2049,180,221,4500,0.5911111111111111,0.39524536530825377,0.7310497301844331,8.44896228298442,207.66535779946176,1.0,0.0,4.0,0.01037388906115666,0.0,0.0,0.08279569892473118,0.5633802816901409,0.9810080350620891,uav_blockage,UAV blockage,3
One-Shot LLM,25,2049,180,221,4500,0.31955555555555554,3.4288350540330454,13.320143813011569,32.30501219968185,782.7737654603985,1.0,0.0,0.0,0.01808048887566353,760.0,135.0,0.04946236559139785,0.3271240345297592,0.49086924762600437,uav_blockage,UAV blockage,3
AAI-CDOS,25,2050,180,98,4500,0.8744444444444445,0.34695180563028466,0.7991675738128583,1.7975368280921176,37.57497651520993,1.2513333333333334,0.25133333333333335,7.131111111111111,0.014754221936325647,887.8448888888889,106.36333333333333,0.7218614718614719,0.8722426470588235,0.9785714285714285,uav_blockage,UAV blockage,3
Single Domain,25,2050,180,98,4500,0.5162222222222222,0.8216463895232874,2.962583147154005,11.896945123604379,235.71211368973593,1.0,0.0,1.0,0.0019865999864931735,0.0,0.0,0.11363636363636363,0.4834558823529412,0.8328571428571429,uav_blockage,UAV blockage,3
Independent Agents,25,2050,180,98,4500,0.5846666666666667,0.3921467840169734,0.7512892693634066,8.786801904028293,165.531454447181,1.0,0.0,4.0,0.009573066749403046,0.0,0.0,0.08225108225108226,0.5473345588235294,0.9742857142857143,uav_blockage,UAV blockage,3
One-Shot LLM,25,2050,180,98,4500,0.3211111111111111,3.294254612717147,13.293319342045534,29.245227980291588,556.3410517512651,1.0,0.0,0.0,0.0151191555067069,760.0,135.0,0.07251082251082251,0.28860294117647056,0.5357142857142857,uav_blockage,UAV blockage,3
AAI-CDOS,25,2051,180,71,4500,0.8848888888888888,0.3338034606753083,0.7010631378993837,1.6592243938924023,24.146541758015164,1.2302222222222223,0.23022222222222222,7.036,0.014497578066463271,884.256,104.56888888888889,0.7141316073354909,0.8977016674177557,0.9807976366322009,uav_blockage,UAV blockage,3
Single Domain,25,2051,180,71,4500,0.4991111111111111,0.7563363576154997,2.7568978657817227,12.304083402561954,256.39155373566916,1.0,0.0,1.0,0.002303155113218559,0.0,0.0,0.0668824163969795,0.48310049571879227,0.8212703101920237,uav_blockage,UAV blockage,3
Independent Agents,25,2051,180,71,4500,0.5831111111111111,0.38850745067542336,0.7192328399972001,8.791787676524299,180.84204250592978,1.0,0.0,4.0,0.011729155680061214,0.0,0.0,0.0744336569579288,0.5525011266336187,0.981536189069424,uav_blockage,UAV blockage,3
One-Shot LLM,25,2051,180,71,4500,0.3228888888888889,3.075766859713247,13.493061720024148,27.370240121668164,532.3114972301444,1.0,0.0,0.0,0.017884488709063992,760.0,135.0,0.04746494066882417,0.31590806669671023,0.5228951255539144,uav_blockage,UAV blockage,3
AAI-CDOS,25,2052,180,68,4500,0.8773333333333333,0.3507106688985026,0.6986403310969472,1.7458149604241304,45.54453693523635,1.2453333333333334,0.24533333333333332,7.104,0.014168266595030824,886.8248888888888,105.85333333333334,0.7144385026737968,0.8866608544027899,0.980330448465775,uav_blockage,UAV blockage,3
Single Domain,25,2052,180,68,4500,0.5053333333333333,0.7894827159385451,2.596382437579591,11.921436362209757,264.2476320295035,1.0,0.0,1.0,0.0020530447363853455,0.0,0.0,0.07165775401069518,0.4978204010462075,0.8379228953579858,uav_blockage,UAV blockage,3
Independent Agents,25,2052,180,68,4500,0.5702222222222222,0.3918092773341401,0.7436487133016302,9.538840304101603,209.52889730650165,1.0,0.0,4.0,0.0098958666009518,0.0,0.0,0.06737967914438503,0.5479511769834351,0.980330448465775,uav_blockage,UAV blockage,3
One-Shot LLM,25,2052,180,68,4500,0.35088888888888886,2.710815412453257,13.031240505236962,24.96688211818409,500.5339111745142,1.0,0.0,0.0,0.015081222363126775,760.0,135.0,0.052406417112299465,0.32650392327811684,0.6144767899291896,uav_blockage,UAV blockage,3
AAI-CDOS,25,2053,180,134,4500,0.8853333333333333,0.3285337427522681,0.6599847044242162,1.640901723893198,22.66593063835088,1.2293333333333334,0.22933333333333333,7.032,0.01382464437564421,884.1048888888889,104.49333333333334,0.7255343082114736,0.8896306186025812,0.9824046920821115,uav_blockage,UAV blockage,3
Single Domain,25,2053,180,134,4500,0.4988888888888889,0.6932746816994908,2.268173833550984,13.257057890979882,251.75117485021622,1.0,0.0,1.0,0.001945910955934475,0.0,0.0,0.08773903262092239,0.45349354695149086,0.841642228739003,uav_blockage,UAV blockage,3
Independent Agents,25,2053,180,134,4500,0.5873333333333334,0.37238311046654293,0.6652558230447779,8.88745762541253,164.11241434930503,1.0,0.0,4.0,0.009666066513293319,0.0,0.0,0.08211473565804274,0.5473965287049399,0.9824046920821115,uav_blockage,UAV blockage,3
One-Shot LLM,25,2053,180,134,4500,0.33511111111111114,2.792535178597717,12.81202843348639,26.22950984154326,492.7929606106731,1.0,0.0,0.0,0.016116888760330364,760.0,135.0,0.0686164229471316,0.2914997774810859,0.5806451612903226,uav_blockage,UAV blockage,3
AAI-CDOS,25,2054,180,0,4500,0.8817777777777778,0.3599677184827324,0.8020728385579308,1.6297667590450136,29.298204903863592,1.2364444444444445,0.23644444444444446,7.064,0.014689688823030641,885.3137777777778,105.09777777777778,0.7330508474576272,0.8890860692102928,0.9769585253456221,uav_blockage,UAV blockage,3
Single Domain,25,2054,180,0,4500,0.4648888888888889,0.8996780711489513,3.3688728563739194,14.831186605053599,323.0066135539412,1.0,0.0,1.0,0.0021022442185009518,0.0,0.0,0.06779661016949153,0.4307897071872227,0.8118279569892473,uav_blockage,UAV blockage,3
Independent Agents,25,2054,180,0,4500,0.5544444444444444,0.399310296932584,0.7167901914197626,9.848483581653557,228.26210779955244,1.0,0.0,4.0,0.011666022014752444,0.0,0.0,0.07521186440677965,0.5115350488021295,0.9761904761904762,uav_blockage,UAV blockage,3
One-Shot LLM,25,2054,180,0,4500,0.276,3.4281759944903016,13.389892559699666,36.96277608926615,749.0405698991648,1.0,0.0,0.0,0.017825688830473356,760.0,135.0,0.048728813559322036,0.2542147293700089,0.478494623655914,uav_blockage,UAV blockage,3
AAI-CDOS,25,2055,180,195,4500,0.88,0.3487277877649555,0.7991155954258906,1.6817718644561261,21.073791629851222,1.24,0.24,7.08,0.016030111259573862,885.9182222222222,105.4,0.7134831460674157,0.8944396177237185,0.9678899082568807,uav_blockage,UAV blockage,3
Single Domain,25,2055,180,195,4500,0.4951111111111111,0.7684460280132887,2.309302243777451,12.489113484431178,279.6218816485289,1.0,0.0,1.0,0.0022779330029152334,0.0,0.0,0.052808988764044947,0.4721980886185925,0.8363914373088684,uav_blockage,UAV blockage,3
Independent Agents,25,2055,180,195,4500,0.5675555555555556,0.38797775305357635,0.6703245317017607,9.340500178390677,198.0934564316392,1.0,0.0,4.0,0.010094310836090395,0.0,0.0,0.06629213483146068,0.5304083405734145,0.9740061162079511,uav_blockage,UAV blockage,3
