scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine,condition_id,condition,condition_index
AAI-CDOS,25,2042,180,6,4500,0.9726666666666667,0.1734504330397562,0.31066108672955933,0.4853847447728462,2.848227945932785,1.054888888888889,0.05488888888888889,6.247111111111111,0.01284062222758722,854.4493333333334,89.66555555555556,0.9161947904869762,0.9787704555506413,0.9992625368731564,nominal,Nominal,0
Single Domain,25,2042,180,6,4500,0.43622222222222223,0.9497672763299353,2.9302177400222487,28.541531740293532,528.5452438199671,1.0,0.0,1.0,0.0020059779312254656,0.0,0.0,0.09626274065685164,0.42149491375497566,0.6821533923303835,nominal,Nominal,0
Independent Agents,25,2042,180,6,4500,0.7353333333333333,0.27888286427980696,0.4265050307913464,4.28505943222793,106.82545911218382,1.0,0.0,4.0,0.00927586700870759,0.0,0.0,0.08720271800679502,0.8297213622291022,1.0,nominal,Nominal,0
One-Shot LLM,25,2042,180,6,4500,0.6237777777777778,1.578618319592899,12.135406253734757,7.618685616930418,160.48571345165664,1.0,0.0,0.0,0.02444453301399739,760.0,135.0,0.2808607021517554,0.6691729323308271,0.7713864306784661,nominal,Nominal,0
AAI-CDOS,25,2043,180,19,4500,0.974,0.16849497066794994,0.30520549185493895,0.4525543810690585,2.6165557691997905,1.0522222222222222,0.052222222222222225,6.235111111111111,0.013665688929096278,853.996,89.43888888888888,0.9136612021857924,0.983739837398374,0.9985412107950401,nominal,Nominal,0
Single Domain,25,2043,180,19,4500,0.3873333333333333,1.2205642648635961,3.6596817088401994,33.93250839119868,592.101869173939,1.0,0.0,1.0,0.00233855539570666,0.0,0.0,0.08633879781420765,0.38708220415537486,0.5886214442013129,nominal,Nominal,0
Independent Agents,25,2043,180,19,4500,0.7173333333333334,0.2844941565144294,0.4331294282978201,4.8400965489783925,103.004953661894,1.0,0.0,4.0,0.00995246655980332,0.0,0.0,0.09398907103825137,0.8003613369467028,0.9992706053975201,nominal,Nominal,0
One-Shot LLM,25,2043,180,19,4500,0.6011111111111112,1.8159957927434427,12.076203425187844,7.983128524008653,159.60843497677646,1.0,0.0,0.0,0.021610444418102916,760.0,135.0,0.273224043715847,0.6485998193315267,0.7432530999270606,nominal,Nominal,0
AAI-CDOS,25,2044,180,47,4500,0.9702222222222222,0.17443855290891747,0.31982233307617247,0.5088959922137671,3.078679737553426,1.0597777777777777,0.05977777777777778,6.269111111111111,0.012543822056613863,855.2804444444445,90.08111111111111,0.9015837104072398,0.9812248547161377,0.9963741841914431,nominal,Nominal,0
Single Domain,25,2044,180,47,4500,0.40644444444444444,1.1467690738725231,3.615348123394459,35.7571040628699,598.214942607175,1.0,0.0,1.0,0.0019375559252997239,0.0,0.0,0.083710407239819,0.4045596781403666,0.6163886874546773,nominal,Nominal,0
Independent Agents,25,2044,180,47,4500,0.7211111111111111,0.28748914591482794,0.45714210226432805,4.402801142357142,119.8758041450409,1.0,0.0,4.0,0.009339155577537086,0.0,0.0,0.08484162895927602,0.8010728654447922,0.9992748368382887,nominal,Nominal,0
One-Shot LLM,25,2044,180,47,4500,0.6097777777777778,1.6684356372633073,12.225351863513518,7.372954907406299,162.85759740091987,1.0,0.0,0.0,0.021403355601554114,760.0,135.0,0.2647058823529412,0.6472954850245864,0.7701232777374909,nominal,Nominal,0
AAI-CDOS,25,2045,180,136,4500,0.9873333333333333,0.1466577261763844,0.2678254268179296,0.28016366741576487,2.2438908250464764,1.0253333333333334,0.025333333333333333,6.114,0.01222420004584516,849.4248888888889,87.15333333333334,0.9566831683168316,0.9907854322071084,0.9992922859164898,nominal,Nominal,0
Single Domain,25,2045,180,136,4500,0.30955555555555553,1.4841894787030043,3.9730373549799403,42.28045723480488,609.1301285444958,1.0,0.0,1.0,0.0021298665087670088,0.0,0.0,0.09405940594059406,0.2711715664765248,0.49469214437367304,nominal,Nominal,0
Independent Agents,25,2045,180,136,4500,0.7848888888888889,0.2669568693592067,0.3884298383902967,3.2949709646245333,78.45713203166977,1.0,0.0,4.0,0.009968511242833402,0.0,0.0,0.07797029702970297,0.9021500658183413,1.0,nominal,Nominal,0
One-Shot LLM,25,2045,180,136,4500,0.6842222222222222,1.4442606190074023,11.556062186011324,5.828216484355487,126.7208552745635,1.0,0.0,0.0,0.022525733440286584,760.0,135.0,0.375,0.7152259763053971,0.8110403397027601,nominal,Nominal,0
AAI-CDOS,25,2046,180,125,4500,0.984,0.14451247692180327,0.2615697854744521,0.3059528208185997,2.2368248464951126,1.0324444444444445,0.03244444444444444,6.146222222222222,0.01353244470535881,850.6337777777778,87.75777777777778,0.9403973509933775,0.9919137466307277,1.0,nominal,Nominal,0
Single Domain,25,2046,180,125,4500,0.29977777777777775,1.4598180266456762,3.9565864883428703,60.756434613907125,1160.0552446277968,1.0,0.0,1.0,0.0023340446641668677,0.0,0.0,0.10264900662251655,0.25965858041329737,0.4956140350877193,nominal,Nominal,0
Independent Agents,25,2046,180,125,4500,0.7733333333333333,0.2638541570266335,0.3877910011824126,3.4309277056997365,92.65892427602357,1.0,0.0,4.0,0.009536399939356165,0.0,0.0,0.10927152317880795,0.9043126684636119,1.0,nominal,Nominal,0
One-Shot LLM,25,2046,180,125,4500,0.6693333333333333,1.5247034516433642,11.790312625023722,6.263802866814804,145.69282675673196,1.0,0.0,0.0,0.022959844513227128,760.0,135.0,0.39514348785871967,0.7151841868823001,0.7763157894736842,nominal,Nominal,0
AAI-CDOS,25,2047,180,225,4500,0.9746666666666667,0.16663714705171284,0.3039767347259252,0.4576225415531954,2.6448056153868875,1.0513333333333332,0.051333333333333335,6.231333333333334,0.012249911262188107,853.8448888888889,89.36333333333333,0.9096916299559471,0.9865047233468286,0.9985390796201608,nominal,Nominal,0
Single Domain,25,2047,180,225,4500,0.37355555555555553,1.2833476205775058,3.728769390569901,41.44221419553562,732.1712393005141,1.0,0.0,1.0,0.0021746447956603435,0.0,0.0,0.10572687224669604,0.3729194781826361,0.5522279035792549,nominal,Nominal,0
Independent Agents,25,2047,180,225,4500,0.74,0.2789928814510321,0.43339742015520527,4.239711660936413,104.34235902065521,1.0,0.0,4.0,0.010231378003178785,0.0,0.0,0.10572687224669604,0.8394062078272605,0.9992695398100804,nominal,Nominal,0
One-Shot LLM,25,2047,180,225,4500,0.6244444444444445,1.480558069423184,12.012246393164094,7.6072394001816654,148.26573968249568,1.0,0.0,0.0,0.02289375537980555,760.0,135.0,0.28634361233480177,0.6612685560053981,0.7888970051132214,nominal,Nominal,0
AAI-CDOS,25,2048,180,105,4500,0.9793333333333333,0.15917344374079748,0.2857895033907383,0.3861306837373287,2.5746743253881808,1.0417777777777777,0.041777777777777775,6.1882222222222225,0.015357777857894285,852.2204444444444,88.55111111111111,0.9308390022675737,0.9864743011722272,0.9985714285714286,nominal,Nominal,0
Single Domain,25,2048,180,105,4500,0.3473333333333333,1.3091089485669267,3.6932299062124514,37.534834334423344,629.0904619343072,1.0,0.0,1.0,0.002227177998671929,0.0,0.0,0.10430839002267574,0.3358881875563571,0.5185714285714286,nominal,Nominal,0
Independent Agents,25,2048,180,105,4500,0.7491111111111111,0.2753528969840627,0.40681434470152533,3.963805455956698,96.66266339173632,1.0,0.0,4.0,0.010147888782537647,0.0,0.0,0.09070294784580499,0.8525698827772769,1.0,nominal,Nominal,0
One-Shot LLM,25,2048,180,105,4500,0.6724444444444444,1.2934860388261598,10.928089282292772,5.9793780225047115,132.8559691775932,1.0,0.0,0.0,0.023589444644231763,760.0,135.0,0.3310657596371882,0.7105500450856628,0.8271428571428572,nominal,Nominal,0
AAI-CDOS,25,2049,180,221,4500,0.9706666666666667,0.17418586669364802,0.3225807204854017,0.4891094356868618,3.0439801439486893,1.0586666666666666,0.058666666666666666,6.264,0.014717155504816523,855.0915555555556,89.98666666666666,0.9182795698924732,0.975465697410268,0.9985390796201608,nominal,Nominal,0
Single Domain,25,2049,180,221,4500,0.4022222222222222,1.1712798327982619,3.67703398038428,41.836070973406954,914.7784462224772,1.0,0.0,1.0,0.0023151111349256504,0.0,0.0,0.08279569892473118,0.408905043162199,0.6084733382030679,nominal,Nominal,0
Independent Agents,25,2049,180,221,4500,0.7213333333333334,0.2829608941306066,0.4511955912326864,4.60676415130777,127.2078089308168,1.0,0.0,4.0,0.010481933215891736,0.0,0.0,0.08602150537634409,0.8164470695138574,1.0,nominal,Nominal,0
One-Shot LLM,25,2049,180,221,4500,0.5697777777777778,2.075984484089002,12.838243208644133,8.634332849118211,222.6867700064172,1.0,0.0,0.0,0.02420413345357196,760.0,135.0,0.26021505376344084,0.6056338028169014,0.7224251278305333,nominal,Nominal,0
AAI-CDOS,25,2050,180,98,4500,0.9811111111111112,0.15513359701940913,0.276992800571222,0.3555139070048586,2.3280168739319445,1.0377777777777777,0.03777777777777778,6.17,0.013078977670779245,851.5404444444445,88.21111111111111,0.9361471861471862,0.9880514705882353,1.0,nominal,Nominal,0
Single Domain,25,2050,180,98,4500,0.34244444444444444,1.3228061541215412,3.7158553837674613,54.65755077038709,1081.5463489717856,1.0,0.0,1.0,0.0020263557348193396,0.0,0.0,0.10281385281385282,0.31433823529411764,0.5442857142857143,nominal,Nominal,0
Independent Agents,25,2050,180,98,4500,0.7633333333333333,0.27048239490226506,0.3994810231160877,3.6230430963638147,89.98253194741157,1.0,0.0,4.0,0.009301644821082138,0.0,0.0,0.09740259740259741,0.8938419117647058,1.0,nominal,Nominal,0
One-Shot LLM,25,2050,180,98,4500,0.6424444444444445,1.660783676232868,12.142174185237577,6.786597948365703,131.24296878212056,1.0,0.0,0.0,0.022158733594955668,760.0,135.0,0.3354978354978355,0.6815257352941176,0.7842857142857143,nominal,Nominal,0
AAI-CDOS,25,2051,180,71,4500,0.9717777777777777,0.16578922380156388,0.30868740211463847,0.4851537129166414,2.682636836732852,1.0564444444444445,0.05644444444444444,6.254,0.012478155472005406,854.7137777777778,89.79777777777778,0.9039913700107874,0.9828751689950428,1.0,nominal,Nominal,0
Single Domain,25,2051,180,71,4500,0.38911111111111113,1.1797956975517712,3.5825107388969557,44.25921132471196,823.3586292624801,1.0,0.0,1.0,0.002045221982472059,0.0,0.0,0.09385113268608414,0.3911671924290221,0.5878877400295421,nominal,Nominal,0
Independent Agents,25,2051,180,71,4500,0.742,0.2742574849284532,0.4240821547237018,4.119244194040985,107.79230590039802,1.0,0.0,4.0,0.009796711169959357,0.0,0.0,0.0895361380798274,0.8571428571428571,1.0,nominal,Nominal,0
One-Shot LLM,25,2051,180,71,4500,0.63,1.6323165111240272,12.319481799099995,7.178467984022826,159.18835019329256,1.0,0.0,0.0,0.02215164460034834,760.0,135.0,0.28694714131607335,0.6849932401982876,0.774741506646972,nominal,Nominal,0
AAI-CDOS,25,2052,180,68,4500,0.9735555555555555,0.15858434664214235,0.2893865863749055,0.44350583568754215,2.6972665086410528,1.0533333333333332,0.05333333333333334,6.240222222222222,0.013094422155215094,854.1848888888888,89.53333333333333,0.9219251336898395,0.980819529206626,0.998426435877262,nominal,Nominal,0
Single Domain,25,2052,180,68,4500,0.3491111111111111,1.2365055228959425,3.577380607105114,46.789067900620566,873.4546087776907,1.0,0.0,1.0,0.0021014001298074922,0.0,0.0,0.0962566844919786,0.3491717523975589,0.5350118017309206,nominal,Nominal,0
Independent Agents,25,2052,180,68,4500,0.7484444444444445,0.2701161771101429,0.41131573514447506,4.12168187204332,111.4836924368547,1.0,0.0,4.0,0.010114711211321669,0.0,0.0,0.09839572192513368,0.8740191804707934,1.0,nominal,Nominal,0
One-Shot LLM,25,2052,180,68,4500,0.6573333333333333,1.2401516489125286,11.043497054659781,6.372997619063622,150.40235027015686,1.0,0.0,0.0,0.022862266755611118,760.0,135.0,0.332620320855615,0.7009590235396687,0.8174665617623919,nominal,Nominal,0
AAI-CDOS,25,2053,180,134,4500,0.9793333333333333,0.157365209106501,0.2875470944266921,0.38168706315891754,2.3249662204024215,1.0417777777777777,0.041777777777777775,6.1882222222222225,0.01317062230858331,852.2204444444444,88.55111111111111,0.9291338582677166,0.986648865153538,1.0,nominal,Nominal,0
Single Domain,25,2053,180,134,4500,0.3368888888888889,1.4437892966993684,4.286940570071189,38.56921240725133,655.2768302347432,1.0,0.0,1.0,0.0020141999314849577,0.0,0.0,0.10798650168728909,0.30663106364040943,0.5359237536656891,nominal,Nominal,0
Independent Agents,25,2053,180,134,4500,0.7673333333333333,0.26946529483036213,0.3882057323540891,3.6197159707410984,83.0480358527416,1.0,0.0,4.0,0.009303933203530809,0.0,0.0,0.10686164229471316,0.8874054294615042,1.0,nominal,Nominal,0
One-Shot LLM,25,2053,180,134,4500,0.6748888888888889,1.3727747000252057,11.68111522154318,6.052675517220207,128.57946825258185,1.0,0.0,0.0,0.02218848906664385,760.0,135.0,0.3678290213723285,0.7098353360035603,0.8174486803519062,nominal,Nominal,0
AAI-CDOS,25,2054,180,0,4500,0.934,0.20842042629985263,0.423284647005933,0.9383468726847035,4.909894423204168,1.1328888888888888,0.1328888888888889,6.598444444444445,0.01347986662424066,867.7093333333333,96.29555555555555,0.8283898305084746,0.9423247559893523,0.9961597542242704,nominal,Nominal,0
Single Domain,25,2054,180,0,4500,0.48333333333333334,0.8468163018474989,2.9673134241457957,16.4713281261536,289.08741672474406,1.0,0.0,1.0,0.0020142445961634317,0.0,0.0,0.09957627118644068,0.48935226264418813,0.7511520737327189,nominal,Nominal,0
Independent Agents,25,2054,180,0,4500,0.6637777777777778,0.3057031443723227,0.50788923616599,6.0354066871767715,140.1052033942154,1.0,0.0,4.0,0.010218644508212391,0.0,0.0,0.07203389830508475,0.7191659272404614,0.9969278033794163,nominal,Nominal,0
One-Shot LLM,25,2054,180,0,4500,0.564,1.647385591458442,11.846994848040456,9.133516333778784,211.32002497110213,1.0,0.0,0.0,0.022587533212370343,760.0,135.0,0.1885593220338983,0.6069210292812778,0.7619047619047619,nominal,Nominal,0
AAI-CDOS,25,2055,180,195,4500,0.9617777777777777,0.18290067096717166,0.33872881242328257,0.6198561570643322,3.1993368625925256,1.0764444444444445,0.07644444444444444,6.344,0.013392422057222575,858.1137777777777,91.49777777777778,0.8842696629213483,0.970894874022589,0.9984709480122325,nominal,Nominal,0
Single Domain,25,2055,180,195,4500,0.42155555555555557,1.0813922469358976,3.605619441920326,30.48772020807627,535.9535514851989,1.0,0.0,1.0,0.001988222124055028,0.0,0.0,0.0853932584269663,0.42441355343179843,0.6452599388379205,nominal,Nominal,0
Independent Agents,25,2055,180,195,4500,0.7177777777777777,0.2855400121566925,0.441275877801229,4.69627209258482,115.7496132658922,1.0,0.0,4.0,0.009789866524645023,0.0,0.0,0.058426966292134834,0.8123370981754996,1.0,nominal,Nominal,0
One-Shot LLM,25,2055,180,195,4500,0.6206666666666667,1.6618851087091138,12.696600754924845,7.665130561360611,159.8603550949183,1.0,0.0,0.0,0.021920733587143734,760.0,135.0,0.21123595505617979,0.6763683753258036,0.8012232415902141,nominal,Nominal,0
AAI-CDOS,25,2026,180,108,4500,0.7833333333333333,0.32247740360063903,0.6884249786284843,3.8349829680954692,116.88326620286455,1.4344444444444444,0.43444444444444447,7.955555555555556,0.01563508883636031,918.9737777777777,121.92777777777778,0.6184782608695653,0.7320872274143302,0.9834958739684921,radio_degraded,Radio degraded,1
Single Domain,25,2026,180,108,4500,0.24733333333333332,1.2502079152636305,3.482428062758325,54.62879647910468,914.6741800469683,1.0,0.0,1.0,0.0020742445485666394,0.0,0.0,0.021739130434782608,0.1557632398753894,0.5573893473368342,radio_degraded,Radio degraded,1
Independent Agents,25,2026,180,108,4500,0.46844444444444444,0.4269660616852018,0.7461191097093475,15.921544203486084,323.92578008493876,1.0,0.0,4.0,0.010189999962070337,0.0,0.0,0.05217391304347826,0.33511348464619495,0.9804951237809453,radio_degraded,Radio degraded,1
One-Shot LLM,25,2026,180,108,4500,0.4002222222222222,3.8910106972105827,23.065716901114456,21.886808594056507,496.89890067612566,1.0,0.0,0.0,0.022109755935768288,760.0,135.0,0.11956521739130435,0.3627058299955496,0.6571642910727682,radio_degraded,Radio degraded,1
AAI-CDOS,25,2027,180,193,4500,0.7224444444444444,0.3850039282173194,0.857640746392158,5.116410898740259,105.60071004116942,1.5555555555555556,0.5555555555555556,8.500222222222222,0.01649366651609954,939.5626666666667,132.22222222222223,0.5440356744704571,0.6495076096687556,0.95836376917458,radio_degraded,Radio degraded,1
Single Domain,25,2027,180,193,4500,0.2757777777777778,1.087094732654902,2.972113136126375,46.97226489035851,745.9779452349093,1.0,0.0,1.0,0.0020270217274729577,0.0,0.0,0.0379041248606466,0.14637421665174574,0.6428049671292915,radio_degraded,Radio degraded,1
Independent Agents,25,2027,180,193,4500,0.4331111111111111,0.4875199574464429,0.852533532290402,17.826101996421848,318.54489678307607,1.0,0.0,4.0,0.009651866560387943,0.0,0.0,0.04905239687848383,0.26051924798567594,0.9663988312636961,radio_degraded,Radio degraded,1
One-Shot LLM,25,2027,180,193,4500,0.3035555555555556,5.286077858410813,24.382930007032357,31.209347365965304,551.3582948787323,1.0,0.0,0.0,0.02261962235206738,760.0,135.0,0.06911928651059086,0.24171888988361684,0.5580715850986121,radio_degraded,Radio degraded,1
AAI-CDOS,25,2028,180,62,4500,0.6833333333333333,0.4180591835695783,0.9307077188319199,6.312891993527609,158.5785575750428,1.6333333333333333,0.6333333333333333,8.85,0.01789471109966851,952.7848888888889,138.83333333333334,0.5116279069767442,0.5885714285714285,0.9494505494505494,radio_degraded,Radio degraded,1
Single Domain,25,2028,180,62,4500,0.2886666666666667,1.0498621327802689,3.099929711965903,42.05327922918676,818.644824705696,1.0,0.0,1.0,0.0019721772664019633,0.0,0.0,0.022093023255813953,0.1454945054945055,0.6952380952380952,radio_degraded,Radio degraded,1
Independent Agents,25,2028,180,62,4500,0.4231111111111111,0.5097296636850215,0.9662691705998491,19.620906382193564,435.80800521349965,1.0,0.0,4.0,0.009795889064359168,0.0,0.0,0.040697674418604654,0.2443956043956044,0.9619047619047619,radio_degraded,Radio degraded,1
One-Shot LLM,25,2028,180,62,4500,0.2793333333333333,6.018844938578583,25.740145970665264,42.59143387200929,1010.376923071952,1.0,0.0,0.0,0.02256726662421392,760.0,135.0,0.06395348837209303,0.22593406593406593,0.504029304029304,radio_degraded,Radio degraded,1
AAI-CDOS,25,2029,180,205,4500,0.7422222222222222,0.36741684734204594,0.8331001945667559,4.864183794788335,126.96102609852221,1.516,0.516,8.322222222222223,0.0180383556160248,932.8382222222223,128.86,0.593681917211329,0.6645962732919255,0.9766566265060241,radio_degraded,Radio degraded,1
Single Domain,25,2029,180,205,4500,0.24911111111111112,1.226640953982306,3.495692811521349,57.19990592791168,959.4589168084265,1.0,0.0,1.0,0.0021677555438751974,0.0,0.0,0.02505446623093682,0.12067435669920142,0.6219879518072289,radio_degraded,Radio degraded,1
Independent Agents,25,2029,180,205,4500,0.43333333333333335,0.4736047437720896,0.8492011804881343,17.20736964617916,358.82732103448905,1.0,0.0,4.0,0.009389577601622377,0.0,0.0,0.03812636165577342,0.2741792369121562,0.9766566265060241,radio_degraded,Radio degraded,1
One-Shot LLM,25,2029,180,205,4500,0.32822222222222225,4.893132733161511,24.15039729643705,27.43046673423892,558.9161622272569,1.0,0.0,0.0,0.023733110930253234,760.0,135.0,0.09803921568627451,0.2790594498669033,0.5707831325301205,radio_degraded,Radio degraded,1
AAI-CDOS,25,2030,180,18,4500,0.6533333333333333,0.44423049725462815,0.9718873219008435,7.044777477920806,140.5082525799375,1.6942222222222223,0.6942222222222222,9.124444444444444,0.01847097769819407,963.136,144.0088888888889,0.4756944444444444,0.5424107142857143,0.9412607449856734,radio_degraded,Radio degraded,1
Single Domain,25,2030,180,18,4500,0.2911111111111111,0.9711423744610899,2.7083092696446527,40.70138945316845,747.2249496289083,1.0,0.0,1.0,0.002044377796765831,0.0,0.0,0.015046296296296295,0.14017857142857143,0.7041547277936963,radio_degraded,Radio degraded,1
Independent Agents,25,2030,180,18,4500,0.4,0.5348281250226078,0.9495930028699888,20.999652236636813,382.6580451540624,1.0,0.0,4.0,0.00995402226302152,0.0,0.0,0.034722222222222224,0.19508928571428572,0.9548710601719198,radio_degraded,Radio degraded,1
One-Shot LLM,25,2030,180,18,4500,0.22355555555555556,6.915013252601065,26.199786895861205,47.86246416005564,883.1056607560977,1.0,0.0,0.0,0.024436221943081666,760.0,135.0,0.04513888888888889,0.171875,0.4169054441260745,radio_degraded,Radio degraded,1
AAI-CDOS,25,2031,180,68,4500,0.7733333333333333,0.33655343143628375,0.7184641237257742,4.231174733252215,111.94183589325232,1.454,0.454,8.043333333333333,0.017029866867233068,922.2982222222222,123.59,0.6159737417943107,0.7184892402283707,0.9786096256684492,radio_degraded,Radio degraded,1
Single Domain,25,2031,180,68,4500,0.25222222222222224,1.295612726856753,3.6900135865743398,53.41046242346472,988.8736370612997,1.0,0.0,1.0,0.0023573998219540548,0.0,0.0,0.03172866520787746,0.13570487483530963,0.6088617265087853,radio_degraded,Radio degraded,1
Independent Agents,25,2031,180,68,4500,0.45355555555555555,0.4461162580093177,0.7670356785805187,15.871687161632684,320.9049756641535,1.0,0.0,4.0,0.010654666836166548,0.0,0.0,0.06345733041575492,0.30917874396135264,0.9770817417876242,radio_degraded,Radio degraded,1
One-Shot LLM,25,2031,180,68,4500,0.32755555555555554,5.555704974865652,25.613509355014873,27.211035867671647,590.4887687544647,1.0,0.0,0.0,0.025258644464580964,760.0,135.0,0.10065645514223195,0.2920509442248573,0.5477463712757831,radio_degraded,Radio degraded,1
AAI-CDOS,25,2032,180,38,4500,0.6851111111111111,0.4060362021149169,0.884666835521006,5.938799232012991,126.54432666960074,1.63,0.63,8.835111111111111,0.018383733520749956,952.2182222222223,138.55,0.5330396475770925,0.5819383259911894,0.9667170953101362,radio_degraded,Radio degraded,1
Single Domain,25,2032,180,38,4500,0.27244444444444443,1.096446960466348,3.0902922891688895,56.49201225763371,1061.5143041531064,1.0,0.0,1.0,0.002156311484415912,0.0,0.0,0.022026431718061675,0.1422907488986784,0.6679273827534039,radio_degraded,Radio degraded,1
Independent Agents,25,2032,180,38,4500,0.3837777777777778,0.5163009467527965,0.9206915926639684,20.932935672332988,391.38303467519717,1.0,0.0,4.0,0.009446467072444243,0.0,0.0,0.014317180616740088,0.18766519823788547,0.9742813918305597,radio_degraded,Radio degraded,1
One-Shot LLM,25,2032,180,38,4500,0.26,5.789154506949167,24.35832229667893,36.90449293577639,631.1967053695854,1.0,0.0,0.0,0.022118978189407952,760.0,135.0,0.053964757709251104,0.19779735682819383,0.5083207261724659,radio_degraded,Radio degraded,1
AAI-CDOS,25,2033,180,199,4500,0.7262222222222222,0.3845300835615239,0.8266789647551693,5.198736500482262,130.06191406783032,1.548,0.548,8.466222222222223,0.019516111151056573,938.2782222222222,131.58,0.5688487584650113,0.6413237924865832,0.965166908563135,radio_degraded,Radio degraded,1
Single Domain,25,2033,180,199,4500,0.28844444444444445,1.0906347933882479,3.0297957073581707,39.557093666367116,652.4215450227562,1.0,0.0,1.0,0.0022852663662181133,0.0,0.0,0.055304740406320545,0.157871198568873,0.6502177068214804,radio_degraded,Radio degraded,1
Independent Agents,25,2033,180,199,4500,0.4444444444444444,0.47561733858564004,0.8478390352367133,17.22721602007887,331.9248287114482,1.0,0.0,4.0,0.010533666846135424,0.0,0.0,0.055304740406320545,0.2714669051878354,0.9753265602322206,radio_degraded,Radio degraded,1
One-Shot LLM,25,2033,180,199,4500,0.31733333333333336,5.486147825429838,24.98401772032346,33.801368505089826,643.4033073632143,1.0,0.0,0.0,0.026169644280647237,760.0,135.0,0.07674943566591422,0.2772808586762075,0.5370101596516691,radio_degraded,Radio degraded,1
AAI-CDOS,25,2034,180,67,4500,0.7191111111111111,0.364360574180695,0.7809113233670352,5.1500785732927,118.92661970538845,1.562,0.562,8.529111111111112,0.019784066800235048,940.6582222222222,132.77,0.5166320166320166,0.658776239392586,0.9730561970746728,radio_degraded,Radio degraded,1
Single Domain,25,2034,180,67,4500,0.2837777777777778,1.0982274296593673,3.0818163130050262,46.42941399956765,831.8114682393099,1.0,0.0,1.0,0.0025504001015279856,0.0,0.0,0.033264033264033266,0.16971862438588656,0.665896843725943,radio_degraded,Radio degraded,1
Independent Agents,25,2034,180,67,4500,0.4308888888888889,0.46668339168226297,0.8128298525810119,18.445913409849037,360.10808670366606,1.0,0.0,4.0,0.011112421731619785,0.0,0.0,0.04573804573804574,0.2782492184010719,0.9792147806004619,radio_degraded,Radio degraded,1
One-Shot LLM,25,2034,180,67,4500,0.3473333333333333,4.371584643671664,23.753421287702285,25.838902968048483,462.40823489245696,1.0,0.0,0.0,0.026403221980823826,760.0,135.0,0.08731808731808732,0.29388119696292986,0.6320246343341032,radio_degraded,Radio degraded,1
AAI-CDOS,25,2035,180,87,4500,0.7397777777777778,0.357450298776034,0.7717415489764834,4.49293021257552,109.72372441370017,1.520888888888889,0.5208888888888888,8.344222222222223,0.017988688894547522,933.6693333333334,129.27555555555554,0.562303664921466,0.6728422955264347,0.9782282282282282,radio_degraded,Radio degraded,1
Single Domain,25,2035,180,87,4500,0.24688888888888888,1.2483504302352448,3.456467262060626,66.51561455629766,1023.4284025427515,1.0,0.0,1.0,0.0023845777549366984,0.0,0.0,0.025130890052356022,0.1473113420695888,0.5713213213213213,radio_degraded,Radio degraded,1
Independent Agents,25,2035,180,87,4500,0.44222222222222224,0.4544255315825046,0.7837163262889043,15.909926391407232,311.4462536198831,1.0,0.0,4.0,0.012093488870757736,0.0,0.0,0.05968586387434555,0.2842295526434704,0.978978978978979,radio_degraded,Radio degraded,1
One-Shot LLM,25,2035,180,87,4500,0.33644444444444443,5.0643203438888404,24.067653714089857,26.895031780335035,485.90306633757416,1.0,0.0,0.0,0.024466421869066026,760.0,135.0,0.09109947643979058,0.29417080885675556,0.5825825825825826,radio_degraded,Radio degraded,1
AAI-CDOS,25,2036,180,20,4500,0.676,0.39913274030554574,0.8507684644397688,6.1951825915842855,155.80172251905316,1.6484444444444444,0.6484444444444445,8.918222222222223,0.019415822306958336,955.3537777777777,140.11777777777777,0.48264984227129337,0.5761316872427984,0.9713656387665198,radio_degraded,Radio degraded,1
Single Domain,25,2036,180,20,4500,0.26866666666666666,1.1100233209036956,3.0956555815781712,51.2207497131309,872.2119553023233,1.0,0.0,1.0,0.0022329995861380464,0.0,0.0,0.02103049421661409,0.133973479652492,0.657856093979442,radio_degraded,Radio degraded,1
Independent Agents,25,2036,180,20,4500,0.4242222222222222,0.48907719675105504,0.8518154408939691,18.698311964955522,388.6749405096617,1.0,0.0,4.0,0.011758466387012353,0.0,0.0,0.04416403785488959,0.24782807498856882,0.972834067547724,radio_degraded,Radio degraded,1
One-Shot LLM,25,2036,180,20,4500,0.2971111111111111,5.430633372584217,23.640869382584004,33.35535101363341,732.4925569007569,1.0,0.0,0.0,0.029204977973778214,760.0,135.0,0.07150368033648791,0.24828532235939643,0.5330396475770925,radio_degraded,Radio degraded,1
AAI-CDOS,25,2037,180,197,4500,0.76,0.34402551588726826,0.7279748768638599,4.267855054029812,113.4311076149603,1.4802222222222223,0.4802222222222222,8.161111111111111,0.021527333392037287,926.756,125.81888888888889,0.5737885462555066,0.7024608501118568,0.9793662490788504,radio_degraded,Radio degraded,1
Single Domain,25,2037,180,197,4500,0.2762222222222222,1.1754755581601364,3.4513720881323113,45.20891477667441,702.9110707314303,1.0,0.0,1.0,0.002540466608479619,0.0,0.0,0.030837004405286344,0.1574944071588367,0.6359616801768607,radio_degraded,Radio degraded,1
