event_id,vehicles,seed,frame,task_class,scheme,access,compute,deadline_ms,dt_update_latency_ms,tx_ms,path_ms,queue_ms,service_ms,deadline_met,dt_age_ms,position_error_m,rounds,rejections,verifier_accepted,fallback,proposal_conflict,decision_wall_ms,tool_calls,api_calls,input_tokens,output_tokens,sum_api_latency_ms
n10_s2026_e1,10,2026,4,safety,AAI-CDOS,uav,ground1,150.0,62.295,31.513,11.325,0.0,19.458,True,62.295,0.007419,1,0,True,False,False,2966.867,6,4,1685,89,6093.066
n10_s2026_e1,10,2026,4,safety,Independent Agents,uav,ground1,150.0,62.295,31.513,11.325,0.0,19.458,True,62.295,0.007419,1,0,False,False,True,1643.743,3,3,990,61,3564.102
n10_s2026_e1,10,2026,4,safety,One-Shot LLM,ground,ground1,150.0,1946.666,1921.883,5.325,0.0,19.458,False,10464.865,1.246332,1,0,False,False,False,1006.955,0,1,576,21,1006.76
n10_s2026_e1,10,2026,4,safety,Single Domain,uav,uav2,150.0,686.426,31.513,6.325,0.0,648.588,False,10464.865,1.246332,1,0,False,False,False,838.863,1,1,268,20,838.714
n10_s2026_e2,10,2026,86,cooperative,AAI-CDOS,uav,ground1,350.0,151.43,39.386,13.363,75.62,23.061,True,151.43,0.017368,3,2,True,False,False,8013.598,14,12,6937,271,13924.518
n10_s2026_e2,10,2026,86,cooperative,Independent Agents,leo,sat0,350.0,164.383,59.053,27.567,76.611,1.153,True,164.383,0.018853,1,0,False,False,True,1106.498,3,3,1042,60,3059.448
n10_s2026_e2,10,2026,86,cooperative,One-Shot LLM,ground,ground1,350.0,454.379,348.335,7.363,75.62,23.061,False,10660.196,1.222643,1,0,False,False,False,1285.317,0,1,576,21,1285.12
n10_s2026_e2,10,2026,86,cooperative,Single Domain,leo,sat0,350.0,164.383,59.053,27.567,76.611,1.153,True,164.383,0.018853,1,0,False,False,False,1094.48,1,1,268,19,1094.309
n10_s2026_e3,10,2026,99,safety,AAI-CDOS,uav,ground1,150.0,79.043,45.058,11.827,0.0,22.158,True,79.043,1.016556,1,0,True,False,False,2159.495,6,4,1975,89,3906.786
n10_s2026_e3,10,2026,99,safety,Independent Agents,ground,ground0,150.0,3554.317,3430.105,5.827,96.227,22.158,False,10662.88,137.133175,1,0,False,False,True,1003.693,3,3,1089,60,2653.704
n10_s2026_e3,10,2026,99,safety,One-Shot LLM,ground,ground1,150.0,3458.09,3430.105,5.827,0.0,22.158,False,10662.88,137.133175,1,0,False,False,False,1189.925,0,1,575,21,1189.757
n10_s2026_e3,10,2026,99,safety,Single Domain,leo,sat0,150.0,90.629,19.85,26.031,43.641,1.108,True,90.629,1.165562,1,0,False,False,False,948.384,1,1,267,19,948.254
n10_s2026_e4,10,2026,101,routine,AAI-CDOS,leo,sat0,1000.0,143.532,25.964,24.488,92.098,0.981,True,143.532,1.866399,1,0,True,False,False,2877.485,6,4,2118,88,4497.079
n10_s2026_e4,10,2026,101,routine,Independent Agents,ground,ground0,1000.0,7111.509,7010.455,4.285,77.145,19.624,False,10517.868,136.76765,1,0,False,False,True,948.685,3,3,1136,62,2577.875
n10_s2026_e4,10,2026,101,routine,One-Shot LLM,ground,ground0,1000.0,7111.509,7010.455,4.285,77.145,19.624,False,10517.868,136.76765,1,0,False,False,False,1030.373,0,1,574,21,1030.19
n10_s2026_e4,10,2026,101,routine,Single Domain,leo,sat0,1000.0,143.532,25.964,24.488,92.098,0.981,True,143.532,1.866399,1,0,False,False,False,1058.057,1,1,266,19,1057.929
n10_s2026_e5,10,2026,117,cooperative,AAI-CDOS,leo,sat0,350.0,118.823,30.775,24.096,62.941,1.011,True,118.823,0.045591,1,0,True,False,False,2025.287,6,4,2255,88,3739.159
n10_s2026_e5,10,2026,117,cooperative,Independent Agents,leo,sat0,350.0,118.823,30.775,24.096,62.941,1.011,True,118.823,0.045591,1,0,False,False,True,1285.832,3,3,1182,60,3171.748
n10_s2026_e5,10,2026,117,cooperative,One-Shot LLM,ground,ground1,350.0,4339.305,4270.011,3.892,45.174,20.228,False,36625.934,14.053009,1,0,False,False,False,1331.147,0,1,575,21,1330.973
n10_s2026_e5,10,2026,117,cooperative,Single Domain,leo,sat0,350.0,118.823,30.775,24.096,62.941,1.011,True,118.823,0.045591,1,0,False,False,False,1421.059,1,1,267,19,1420.93
n10_s2026_e6,10,2026,166,routine,AAI-CDOS,leo,sat0,1000.0,154.155,70.629,26.076,56.453,0.996,True,154.155,1.429997,1,0,True,False,False,2331.056,6,4,2396,88,4213.182
n10_s2026_e6,10,2026,166,routine,Independent Agents,uav,ground1,1000.0,96.852,26.197,11.873,38.853,19.929,True,96.852,0.898434,1,0,False,False,True,2944.848,3,3,1231,61,4597.576
n10_s2026_e6,10,2026,166,routine,One-Shot LLM,ground,ground1,1000.0,7184.042,7119.387,5.873,38.853,19.929,False,10648.787,98.781987,1,0,False,False,False,1110.043,0,1,576,21,1109.843
n10_s2026_e6,10,2026,166,routine,Single Domain,uav,uav1,1000.0,697.376,26.197,6.873,0.0,664.306,True,697.376,6.469111,1,0,False,False,False,1295.844,1,1,268,20,1295.716
n10_s2027_e1,10,2027,11,safety,AAI-CDOS,leo,sat0,150.0,114.446,29.16,31.36,52.925,1.002,True,114.446,0.007962,1,0,True,False,False,2913.732,6,4,1679,88,5679.943
n10_s2027_e1,10,2027,11,safety,Independent Agents,ground,ground1,150.0,3133.409,3102.212,11.157,0.0,20.04,False,10406.759,0.723958,1,0,False,False,True,10054.738,3,3,986,60,18832.204
n10_s2027_e1,10,2027,11,safety,One-Shot LLM,ground,ground1,150.0,3133.409,3102.212,11.157,0.0,20.04,False,10406.759,0.723958,1,0,False,False,False,1993.389,0,1,574,21,1993.218
n10_s2027_e1,10,2027,11,safety,Single Domain,leo,sat0,150.0,114.446,29.16,31.36,52.925,1.002,True,114.446,0.007962,1,0,False,False,False,922.05,1,1,266,19,921.921
n10_s2027_e2,10,2027,19,routine,AAI-CDOS,leo,sat0,1000.0,167.127,44.11,26.424,95.596,0.998,True,167.127,0.013436,1,0,True,False,False,1960.504,6,4,1827,89,3601.688
n10_s2027_e2,10,2027,19,routine,Independent Agents,ground,ground0,1000.0,7239.587,7128.053,6.22,85.361,19.953,False,10402.559,0.83632,1,0,False,False,True,1037.093,3,3,1040,62,2838.765
n10_s2027_e2,10,2027,19,routine,One-Shot LLM,ground,ground1,1000.0,7244.023,7128.053,6.22,89.797,19.953,False,10402.559,0.83632,1,0,False,False,False,1035.145,0,1,575,21,1034.981
n10_s2027_e2,10,2027,19,routine,Single Domain,leo,sat0,1000.0,167.127,44.11,26.424,95.596,0.998,True,167.127,0.013436,1,0,False,False,False,999.115,1,1,267,19,998.987
n10_s2027_e3,10,2027,37,cooperative,AAI-CDOS,leo,sat0,350.0,124.778,17.427,31.544,74.863,0.945,True,124.778,0.10607,1,0,True,False,False,1897.588,6,4,1961,90,3426.393
n10_s2027_e3,10,2027,37,cooperative,Independent Agents,leo,sat0,350.0,124.778,17.427,31.544,74.863,0.945,True,124.778,0.10607,1,0,False,False,True,1073.052,3,3,1084,62,2808.984
n10_s2027_e3,10,2027,37,cooperative,One-Shot LLM,ground,ground0,350.0,421.556,275.339,11.34,115.974,18.902,False,10338.869,8.788754,1,0,False,False,False,922.086,0,1,574,21,921.924
n10_s2027_e3,10,2027,37,cooperative,Single Domain,leo,sat0,350.0,124.778,17.427,31.544,74.863,0.945,True,124.778,0.10607,1,0,False,False,False,850.461,1,1,266,19,850.337
n10_s2027_e4,10,2027,56,cooperative,AAI-CDOS,leo,sat0,350.0,183.581,34.533,23.73,124.4,0.917,True,183.581,1.790547,1,0,True,False,False,4073.328,6,4,2105,90,5858.511
n10_s2027_e4,10,2027,56,cooperative,Independent Agents,leo,sat0,350.0,183.581,34.533,23.73,124.4,0.917,True,183.581,1.790547,1,0,False,False,True,1099.082,3,3,1133,61,3026.515
n10_s2027_e4,10,2027,56,cooperative,One-Shot LLM,ground,ground1,350.0,3956.554,3873.271,3.526,61.408,18.349,False,20763.656,202.517126,1,0,False,False,False,966.051,0,1,575,21,965.821
n10_s2027_e4,10,2027,56,cooperative,Single Domain,leo,sat0,350.0,183.581,34.533,23.73,124.4,0.917,True,183.581,1.790547,1,0,False,False,False,1127.491,1,1,267,19,1127.363
n10_s2027_e5,10,2027,57,routine,AAI-CDOS,leo,sat0,1000.0,130.838,23.615,24.554,81.752,0.917,True,130.838,0.76598,1,0,True,False,False,3368.986,6,4,2245,91,5236.758
n10_s2027_e5,10,2027,57,routine,Independent Agents,ground,ground1,1000.0,6631.876,6551.591,4.35,57.596,18.34,False,10401.348,60.893839,1,0,False,False,True,1922.443,3,3,1181,63,4216.188
n10_s2027_e5,10,2027,57,routine,One-Shot LLM,ground,ground1,1000.0,6631.876,6551.591,4.35,57.596,18.34,False,10401.348,60.893839,1,0,False,False,False,917.574,0,1,575,21,917.398
n10_s2027_e5,10,2027,57,routine,Single Domain,leo,sat0,1000.0,130.838,23.615,24.554,81.752,0.917,True,130.838,0.76598,1,0,False,False,False,946.761,1,1,267,19,946.622
n10_s2027_e6,10,2027,172,safety,AAI-CDOS,uav,ground1,150.0,58.671,29.279,10.372,0.0,19.021,True,58.671,0.015629,1,0,True,False,False,2584.208,6,4,2383,91,4780.685
n10_s2027_e6,10,2027,172,safety,Independent Agents,ground,ground0,150.0,3002.214,2944.477,4.372,34.344,19.021,False,10522.901,2.803073,1,0,False,False,True,1011.475,3,3,1227,63,2819.941
n10_s2027_e6,10,2027,172,safety,One-Shot LLM,ground,ground1,150.0,2967.87,2944.477,4.372,0.0,19.021,False,10522.901,2.803073,1,0,False,False,False,1047.185,0,1,576,21,1046.997
n10_s2027_e6,10,2027,172,safety,Single Domain,uav,uav0,150.0,668.683,29.279,5.372,0.0,634.032,False,10522.901,2.803073,1,0,False,False,False,941.26,1,1,268,20,941.135
n10_s2028_e1,10,2028,63,routine,AAI-CDOS,uav,ground0,1000.0,170.912,75.897,13.668,61.987,19.36,True,170.912,1.385213,1,0,True,False,False,2026.966,6,4,1687,91,3729.921
n10_s2028_e1,10,2028,63,routine,Independent Agents,ground,ground0,1000.0,7005.206,6916.191,7.668,61.987,19.36,False,10435.275,84.576156,1,0,False,False,True,1080.404,3,3,990,63,2780.473
n10_s2028_e1,10,2028,63,routine,One-Shot LLM,ground,ground0,1000.0,7005.206,6916.191,7.668,61.987,19.36,False,10435.275,84.576156,1,0,False,False,False,824.286,0,1,576,21,824.077
n10_s2028_e1,10,2028,63,routine,Single Domain,uav,uav4,1000.0,729.91,75.897,8.668,0.0,645.346,True,729.91,5.915799,1,0,False,False,False,2037.582,1,1,268,20,2037.424
n10_s2028_e2,10,2028,72,safety,AAI-CDOS,uav,ground0,150.0,53.099,19.969,9.39,0.0,23.739,True,53.099,0.065248,3,3,False,True,False,6429.737,14,12,6933,266,11626.85
n10_s2028_e2,10,2028,72,safety,Independent Agents,ground,ground1,150.0,2708.873,2681.743,3.39,0.0,23.739,False,10642.316,13.0773,1,0,False,False,True,1028.577,3,3,1036,60,2806.537
n10_s2028_e2,10,2028,72,safety,One-Shot LLM,ground,ground1,150.0,2708.873,2681.743,3.39,0.0,23.739,False,10642.316,13.0773,1,0,False,False,False,833.933,0,1,573,21,833.765
n10_s2028_e2,10,2028,72,safety,Single Domain,leo,sat0,150.0,241.643,17.875,23.594,198.987,1.187,False,10642.316,13.0773,1,0,False,False,False,1089.419,1,1,265,19,1089.29
n10_s2028_e3,10,2028,77,routine,AAI-CDOS,ground,ground0,1000.0,299.763,208.33,5.471,67.263,18.699,True,299.763,1.07306,1,0,True,False,False,2851.94,6,4,1968,88,5589.774
n10_s2028_e3,10,2028,77,routine,Independent Agents,ground,ground1,1000.0,292.249,208.33,5.471,59.749,18.699,True,292.249,1.046163,1,0,False,False,True,1064.197,3,3,1086,62,2816.86
n10_s2028_e3,10,2028,77,routine,One-Shot LLM,ground,ground1,1000.0,292.249,208.33,5.471,59.749,18.699,True,292.249,1.046163,1,0,False,False,False,986.547,0,1,575,21,986.346
n10_s2028_e3,10,2028,77,routine,Single Domain,leo,sat0,1000.0,130.404,33.117,25.675,70.678,0.935,True,130.404,0.466807,1,0,False,False,False,911.04,1,1,267,19,910.909
n10_s2028_e4,10,2028,80,safety,AAI-CDOS,uav,sat0,150.0,77.235,49.796,26.316,0.0,1.123,True,77.235,0.096702,1,0,True,False,False,2186.333,6,4,2107,89,4278.073
n10_s2028_e4,10,2028,80,safety,Independent Agents,leo,sat0,150.0,90.023,62.584,26.316,0.0,1.123,True,90.023,0.112713,1,0,False,False,True,1340.19,3,3,1130,61,3376.078
n10_s2028_e4,10,2028,80,safety,One-Shot LLM,ground,ground0,150.0,3505.071,3476.501,6.112,0.0,22.458,False,10464.466,13.101968,1,0,False,False,False,881.323,0,1,574,21,881.162
n10_s2028_e4,10,2028,80,safety,Single Domain,uav,uav4,150.0,805.501,49.796,7.112,0.0,748.593,False,10464.466,13.101968,1,0,False,False,False,1105.697,1,1,266,20,1105.566
n10_s2028_e5,10,2028,127,cooperative,AAI-CDOS,uav,ground1,350.0,85.477,3.091,9.15,49.862,23.373,True,85.477,0.107597,1,0,True,False,False,2567.749,6,4,2252,93,4290.625
n10_s2028_e5,10,2028,127,cooperative,Independent Agents,uav,uav4,350.0,786.353,3.091,4.15,0.0,779.112,False,10599.262,13.3422,1,0,False,False,True,1313.393,3,3,1177,62,3846.924
n10_s2028_e5,10,2028,127,cooperative,One-Shot LLM,ground,ground1,350.0,5010.339,4933.953,3.15,49.862,23.373,False,10599.262,13.3422,1,0,False,False,False,883.559,0,1,573,21,883.4
n10_s2028_e5,10,2028,127,cooperative,Single Domain,uav,uav4,350.0,786.353,3.091,4.15,0.0,779.112,False,10599.262,13.3422,1,0,False,False,False,878.661,1,1,265,20,878.533
n10_s2028_e6,10,2028,146,cooperative,AAI-CDOS,uav,ground1,350.0,58.272,21.335,13.979,0.0,22.958,True,58.272,0.327781,1,0,True,False,False,2007.558,6,4,2398,89,3721.725
n10_s2028_e6,10,2028,146,cooperative,Independent Agents,uav,ground0,350.0,58.272,21.335,13.979,0.0,22.958,True,58.272,0.327781,1,0,False,False,False,1925.922,3,3,1229,64,3932.083
n10_s2028_e6,10,2028,146,cooperative,One-Shot LLM,ground,ground1,350.0,4877.302,4846.365,7.979,0.0,22.958,False,10547.734,59.331257,1,0,False,False,False,913.595,0,1,576,21,913.432
n10_s2028_e6,10,2028,146,cooperative,Single Domain,uav,uav4,350.0,795.594,21.335,8.979,0.0,765.281,False,10547.734,59.331257,1,0,False,False,False,847.496,1,1,268,20,847.346
n10_s2029_e1,10,2029,81,safety,AAI-CDOS,uav,ground0,150.0,72.392,2.152,11.391,36.191,22.658,True,72.392,0.002881,3,2,True,False,False,8001.671,14,12,6488,266,13664.627
n10_s2029_e1,10,2029,81,safety,Independent Agents,uav,sat0,150.0,67.336,2.152,25.595,38.456,1.133,True,67.336,0.00268,1,0,False,False,True,931.722,3,3,988,61,2727.365
n10_s2029_e1,10,2029,81,safety,One-Shot LLM,ground,ground0,150.0,1779.527,1715.287,5.391,36.191,22.658,False,10554.131,0.420081,1,0,False,False,False,727.941,0,1,574,21,727.767
n10_s2029_e1,10,2029,81,safety,Single Domain,uav,uav1,150.0,763.798,2.152,6.391,0.0,755.256,False,10554.131,0.420081,1,0,False,False,False,830.271,1,1,266,20,830.1
n10_s2029_e2,10,2029,82,routine,AAI-CDOS,uav,ground1,1000.0,123.091,15.632,10.126,77.244,20.089,True,123.091,0.096803,1,0,True,False,False,2105.904,6,4,1829,92,4093.827
n10_s2029_e2,10,2029,82,routine,Independent Agents,ground,ground0,1000.0,375.985,258.285,4.126,93.484,20.089,True,375.985,0.295686,1,0,False,False,True,1135.436,3,3,1040,62,2727.018
n10_s2029_e2,10,2029,82,routine,One-Shot LLM,ground,ground1,1000.0,359.744,258.285,4.126,77.244,20.089,True,359.744,0.282914,1,0,False,False,False,865.462,0,1,574,21,865.252
n10_s2029_e2,10,2029,82,routine,Single Domain,leo,sat0,1000.0,245.231,36.922,24.33,182.974,1.004,True,245.231,0.192857,1,0,False,False,False,1083.635,1,1,266,19,1083.502
n10_s2029_e3,10,2029,100,cooperative,AAI-CDOS,leo,sat0,350.0,125.898,23.783,28.119,73.082,0.913,True,125.898,0.206668,1,0,True,False,False,1822.115,6,4,1970,88,3399.396
n10_s2029_e3,10,2029,100,cooperative,Independent Agents,ground,ground0,350.0,1070.424,1008.7,7.915,35.541,18.268,False,10606.927,17.411781,1,0,False,False,True,1164.198,3,3,1085,60,3138.613
n10_s2029_e3,10,2029,100,cooperative,One-Shot LLM,ground,ground0,350.0,1070.424,1008.7,7.915,35.541,18.268,False,10606.927,17.411781,1,0,False,False,False,839.333,0,1,574,21,839.108
n10_s2029_e3,10,2029,100,cooperative,Single Domain,leo,sat0,350.0,125.898,23.783,28.119,73.082,0.913,True,125.898,0.206668,1,0,False,False,False,851.572,1,1,266,19,851.333
n10_s2029_e4,10,2029,119,safety,AAI-CDOS,uav,ground0,150.0,37.844,1.582,17.473,0.0,18.789,True,37.844,0.020024,1,0,True,False,False,1876.926,6,4,2110,90,3313.566
n10_s2029_e4,10,2029,119,safety,Independent Agents,uav,sat0,150.0,63.066,1.582,31.677,28.868,0.939,True,63.066,0.033369,1,0,False,False,True,858.75,3,3,1132,61,2476.445
n10_s2029_e4,10,2029,119,safety,One-Shot LLM,ground,ground0,150.0,2938.792,2908.53,11.473,0.0,18.789,False,10567.765,5.591511,1,0,False,False,False,1154.921,0,1,573,21,1154.706
n10_s2029_e4,10,2029,119,safety,Single Domain,uav,uav1,150.0,640.347,1.582,12.473,0.0,626.292,False,10567.765,5.591511,1,0,False,False,False,834.027,1,1,265,20,833.888
n10_s2029_e5,10,2029,144,routine,AAI-CDOS,uav,ground1,1000.0,235.444,126.952,10.015,78.991,19.486,True,235.444,1.88161,1,0,True,False,False,2713.451,6,4,2259,91,4296.43
n10_s2029_e5,10,2029,144,routine,Independent Agents,ground,ground1,1000.0,7063.464,6960.972,4.015,78.991,19.486,False,10662.689,85.213566,1,0,False,False,True,1239.277,3,3,1184,60,3272.129
n10_s2029_e5,10,2029,144,routine,One-Shot LLM,ground,ground1,1000.0,7063.464,6960.972,4.015,78.991,19.486,False,10662.689,85.213566,1,0,False,False,False,985.847,0,1,576,21,985.635
n10_s2029_e5,10,2029,144,routine,Single Domain,uav,uav4,1000.0,781.491,126.952,5.015,0.0,649.524,True,781.491,6.245482,1,0,False,False,False,1838.008,1,1,268,20,1837.866
n10_s2029_e6,10,2029,154,cooperative,AAI-CDOS,leo,sat0,350.0,86.993,22.983,25.779,37.16,1.071,True,86.993,0.030999,1,0,True,False,False,2031.043,6,4,2395,88,3517.373
n10_s2029_e6,10,2029,154,cooperative,Independent Agents,ground,ground1,350.0,2542.298,2515.304,5.575,0.0,21.418,False,10728.386,3.822987,1,0,False,False,True,1446.019,3,3,1228,62,3104.999
n10_s2029_e6,10,2029,154,cooperative,One-Shot LLM,ground,ground1,350.0,2542.298,2515.304,5.575,0.0,21.418,False,10728.386,3.822987,1,0,False,False,False,1299.777,0,1,575,21,1299.608
n10_s2029_e6,10,2029,154,cooperative,Single Domain,leo,sat0,350.0,86.993,22.983,25.779,37.16,1.071,True,86.993,0.030999,1,0,False,False,False,1076.581,1,1,267,19,1076.452
n25_s2026_e1,25,2026,50,safety,AAI-CDOS,leo,sat0,150.0,99.939,37.378,25.213,36.23,1.117,True,99.939,0.013718,1,0,True,False,False,8270.096,6,4,1683,88,10316.627
n25_s2026_e1,25,2026,50,safety,Independent Agents,ground,ground1,150.0,1210.955,1183.598,5.009,0.0,22.348,False,10552.293,1.44849,1,0,False,False,True,1033.827,3,3,989,60,2725.919
n25_s2026_e1,25,2026,50,safety,One-Shot LLM,ground,ground1,150.0,1210.955,1183.598,5.009,0.0,22.348,False,10552.293,1.44849,1,0,False,False,False,814.004,0,1,575,21,813.778
n25_s2026_e1,25,2026,50,safety,Single Domain,leo,sat0,150.0,99.939,37.378,25.213,36.23,1.117,True,99.939,0.013718,1,0,False,False,False,914.779,1,1,267,19,914.648
n25_s2026_e2,25,2026,56,cooperative,AAI-CDOS,leo,sat0,350.0,139.547,61.014,28.396,49.011,1.127,True,139.547,0.581183,1,0,True,False,False,1886.388,6,4,1827,89,3650.354
n25_s2026_e2,25,2026,56,cooperative,Independent Agents,leo,sat0,350.0,139.547,61.014,28.396,49.011,1.127,True,139.547,0.581183,1,0,False,False,True,1206.753,3,3,1040,60,2903.995
n25_s2026_e2,25,2026,56,cooperative,One-Shot LLM,ground,ground0,350.0,1280.888,1195.643,8.192,54.518,22.535,False,10518.739,43.808259,1,0,False,False,False,808.431,0,1,575,21,808.225
n25_s2026_e2,25,2026,56,cooperative,Single Domain,leo,sat0,350.0,139.547,61.014,28.396,49.011,1.127,True,139.547,0.581183,1,0,False,False,False,700.544,1,1,267,19,700.418
n25_s2026_e3,25,2026,64,safety,AAI-CDOS,leo,sat0,150.0,103.836,78.357,24.534,0.0,0.946,True,103.836,0.055734,1,0,True,False,False,2685.041,6,4,1968,89,4372.099
n25_s2026_e3,25,2026,64,safety,Independent Agents,leo,sat0,150.0,103.836,78.357,24.534,0.0,0.946,True,103.836,0.055734,1,0,False,False,True,997.012,3,3,1089,60,2843.455
n25_s2026_e3,25,2026,64,safety,One-Shot LLM,ground,ground1,150.0,4163.528,4140.275,4.33,0.0,18.924,False,10563.166,5.669757,1,0,False,False,False,1201.137,0,1,576,21,1200.956
n25_s2026_e3,25,2026,64,safety,Single Domain,leo,sat0,150.0,103.836,78.357,24.534,0.0,0.946,True,103.836,0.055734,1,0,False,False,False,868.049,1,1,268,19,867.899
n25_s2026_e4,25,2026,67,cooperative,AAI-CDOS,leo,sat0,350.0,153.33,33.656,27.101,91.55,1.023,True,153.33,0.210163,1,0,True,False,False,1902.821,6,4,2106,89,3471.478
n25_s2026_e4,25,2026,67,cooperative,Independent Agents,uav,sat0,350.0,128.085,8.411,27.101,91.55,1.023,True,128.085,0.175561,1,0,False,False,True,1109.058,3,3,1135,61,2904.681
n25_s2026_e4,25,2026,67,cooperative,One-Shot LLM,ground,ground0,350.0,5611.889,5527.542,6.897,56.994,20.456,False,10615.663,14.550454,1,0,False,False,False,957.259,0,1,574,21,957.045
n25_s2026_e4,25,2026,67,cooperative,Single Domain,uav,uav4,350.0,698.181,8.411,7.897,0.0,681.872,False,10615.663,14.550454,1,0,False,False,False,1040.238,1,1,266,20,1040.088
n25_s2026_e5,25,2026,113,routine,AAI-CDOS,uav,ground1,1000.0,151.399,48.9,14.189,69.018,19.292,True,151.399,2.128285,1,0,True,False,False,1949.718,6,4,2250,93,4047.441
n25_s2026_e5,25,2026,113,routine,Independent Agents,ground,ground1,1000.0,17325.944,17229.445,8.189,69.018,19.292,False,10634.208,149.489892,1,0,False,False,True,2244.36,3,3,1185,63,4970.363
n25_s2026_e5,25,2026,113,routine,One-Shot LLM,ground,ground1,1000.0,17325.944,17229.445,8.189,69.018,19.292,False,10634.208,149.489892,1,0,False,False,False,848.437,0,1,575,21,848.274
n25_s2026_e5,25,2026,113,routine,Single Domain,uav,uav1,1000.0,701.157,48.9,9.189,0.0,643.068,True,701.157,9.856483,1,0,False,False,False,866.078,1,1,267,20,865.945
n25_s2026_e6,25,2026,119,routine,AAI-CDOS,uav,ground1,1000.0,119.071,3.912,10.985,81.534,22.641,True,119.071,0.886348,1,0,True,False,False,2311.229,6,4,2388,91,4161.706
n25_s2026_e6,25,2026,119,routine,Independent Agents,uav,ground0,1000.0,130.747,3.912,10.985,93.209,22.641,True,130.747,0.973263,1,0,False,False,True,925.719,3,3,1229,63,2582.652
n25_s2026_e6,25,2026,119,routine,One-Shot LLM,ground,ground1,1000.0,20329.792,20220.632,4.985,81.534,22.641,False,10675.207,79.464785,1,0,False,False,False,705.477,0,1,573,21,705.303
n25_s2026_e6,25,2026,119,routine,Single Domain,uav,uav2,1000.0,764.607,3.912,5.985,0.0,754.71,True,764.607,5.69163,1,0,False,False,False,901.532,1,1,265,20,901.396
n25_s2027_e1,25,2027,47,routine,AAI-CDOS,uav,uav3,1000.0,783.464,13.623,5.458,0.0,764.384,True,783.464,3.312235,1,0,True,False,False,2539.78,6,4,1683,89,4438.091
n25_s2027_e1,25,2027,47,routine,Independent Agents,uav,sat0,1000.0,131.194,13.623,24.661,91.764,1.147,True,131.194,0.554646,1,0,False,False,True,1894.598,3,3,988,61,3911.476
n25_s2027_e1,25,2027,47,routine,One-Shot LLM,ground,ground1,1000.0,2513.991,2379.685,4.458,106.917,22.932,False,10599.329,44.810567,1,0,False,False,False,1080.503,0,1,574,21,1080.332
n25_s2027_e1,25,2027,47,routine,Single Domain,uav,uav3,1000.0,783.464,13.623,5.458,0.0,764.384,True,783.464,3.312235,1,0,False,False,False,863.233,1,1,266,20,863.105
n25_s2027_e2,25,2027,76,routine,AAI-CDOS,uav,uav1,1000.0,743.966,29.539,5.459,0.0,708.967,True,743.966,0.911874,1,0,True,False,False,1870.291,6,4,1833,89,3731.42
n25_s2027_e2,25,2027,76,routine,Independent Agents,uav,sat0,1000.0,172.847,29.539,24.663,117.582,1.063,True,172.847,0.211857,1,0,False,False,True,1291.46,3,3,1039,61,2973.461
n25_s2027_e2,25,2027,76,routine,One-Shot LLM,ground,ground1,1000.0,2283.683,2143.772,4.459,114.183,21.269,False,10708.571,13.125415,1,0,False,False,False,836.777,0,1,576,21,836.616
n25_s2027_e2,25,2027,76,routine,Single Domain,uav,uav1,1000.0,743.966,29.539,5.459,0.0,708.967,True,743.966,0.911874,1,0,False,False,False,1034.407,1,1,268,20,1034.281
n25_s2027_e3,25,2027,89,safety,AAI-CDOS,uav,ground1,150.0,91.463,23.836,9.998,33.663,23.966,True,91.463,0.007192,1,0,True,False,False,2435.597,6,4,1978,89,4347.375
n25_s2027_e3,25,2027,89,safety,Independent Agents,ground,ground1,150.0,9336.412,9274.785,3.998,33.663,23.966,False,10831.91,0.851799,1,0,False,False,True,1030.295,3,3,1085,63,2822.952
n25_s2027_e3,25,2027,89,safety,One-Shot LLM,ground,ground1,150.0,9336.412,9274.785,3.998,33.663,23.966,False,10831.91,0.851799,1,0,False,False,False,964.26,0,1,576,21,964.08
n25_s2027_e3,25,2027,89,safety,Single Domain,uav,uav2,150.0,827.688,23.836,4.998,0.0,798.854,False,10831.91,0.851799,1,0,False,False,False,936.358,1,1,268,20,936.233
n25_s2027_e4,25,2027,171,cooperative,AAI-CDOS,leo,sat0,350.0,435.341,41.622,27.786,364.816,1.117,False,10921.843,1.142512,3,3,False,True,False,6450.742,14,12,7845,274,11570.995
n25_s2027_e4,25,2027,171,cooperative,Independent Agents,ground,ground0,350.0,11962.094,11793.518,7.583,138.646,22.348,False,10921.843,1.142512,1,0,False,False,True,1200.845,3,3,1133,62,2779.421
n25_s2027_e4,25,2027,171,cooperative,One-Shot LLM,ground,ground1,350.0,12361.12,11793.518,7.583,537.672,22.348,False,10921.843,1.142512,1,0,False,False,False,908.607,0,1,575,21,908.438
n25_s2027_e4,25,2027,171,cooperative,Single Domain,leo,sat0,350.0,435.341,41.622,27.786,364.816,1.117,False,10921.843,1.142512,1,0,False,False,False,879.869,1,1,267,19,879.732
n25_s2027_e5,25,2027,174,safety,AAI-CDOS,uav,ground1,150.0,122.342,89.249,12.55,0.0,20.543,True,122.342,0.153526,1,0,True,False,False,1994.926,6,4,2260,90,3642.744
n25_s2027_e5,25,2027,174,safety,Independent Agents,leo,sat0,150.0,62.98,35.2,26.753,0.0,1.027,True,62.98,0.079033,1,0,False,False,True,1314.445,3,3,1181,60,2897.822
