scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine
Single Domain,25,2051,180,71,4500,0.38911111111111113,1.1797956975517712,3.5825107388969557,44.25921132471196,823.3586292624801,1.0,0.0,1.0,0.001634226491053899,0.0,0.0,0.09385113268608414,0.3911671924290221,0.5878877400295421
Independent Agents,25,2051,180,71,4500,0.742,0.2742574849284532,0.4240821547237018,4.119244194040985,107.79230590039802,1.0,0.0,4.0,0.007769350169433488,0.0,0.0,0.0895361380798274,0.8571428571428571,1.0
One-Shot LLM,25,2051,180,71,4500,0.63,1.6323165111240272,12.319481799099995,7.178467984022826,159.18835019329256,1.0,0.0,0.0,0.018599082405368488,760.0,135.0,0.28694714131607335,0.6849932401982876,0.774741506646972
AAI-CDOS,25,2052,180,68,4500,0.9735555555555555,0.15858434664214235,0.2893865863749055,0.44350583568754215,2.6972665086410528,1.0533333333333332,0.05333333333333334,6.240222222222222,0.01020654042561849,854.1848888888888,89.53333333333333,0.9219251336898395,0.980819529206626,0.998426435877262
Single Domain,25,2052,180,68,4500,0.3491111111111111,1.2365055228959425,3.577380607105114,46.789067900620566,873.4546087776907,1.0,0.0,1.0,0.0016367072239518166,0.0,0.0,0.0962566844919786,0.3491717523975589,0.5350118017309206
Independent Agents,25,2052,180,68,4500,0.7484444444444445,0.2701161771101429,0.41131573514447506,4.12168187204332,111.4836924368547,1.0,0.0,4.0,0.007743326015770435,0.0,0.0,0.09839572192513368,0.8740191804707934,1.0
One-Shot LLM,25,2052,180,68,4500,0.6573333333333333,1.2401516489125286,11.043497054659781,6.372997619063622,150.40235027015686,1.0,0.0,0.0,0.018634951983888943,760.0,135.0,0.332620320855615,0.7009590235396687,0.8174665617623919
AAI-CDOS,25,2053,180,134,4500,0.9793333333333333,0.157365209106501,0.2875470944266921,0.38168706315891754,2.3249662204024215,1.0417777777777777,0.041777777777777775,6.1882222222222225,0.0101199292888244,852.2204444444444,88.55111111111111,0.9291338582677166,0.986648865153538,1.0
Single Domain,25,2053,180,134,4500,0.3368888888888889,1.4437892966993684,4.286940570071189,38.56921240725133,655.2768302347432,1.0,0.0,1.0,0.0016413242038753298,0.0,0.0,0.10798650168728909,0.30663106364040943,0.5359237536656891
Independent Agents,25,2053,180,134,4500,0.7673333333333333,0.26946529483036213,0.38820573235408906,3.6197159707410984,83.0480358527416,1.0,0.0,4.0,0.0077303801145818495,0.0,0.0,0.10686164229471316,0.8874054294615042,1.0
One-Shot LLM,25,2053,180,134,4500,0.6748888888888889,1.3727747000252057,11.68111522154318,6.052675517220207,128.57946825258185,1.0,0.0,0.0,0.018552062412103016,760.0,135.0,0.3678290213723285,0.7098353360035603,0.8174486803519062
AAI-CDOS,25,2054,180,0,4500,0.934,0.20842042629985263,0.423284647005933,0.9383468726847035,4.909894423204168,1.1328888888888888,0.1328888888888889,6.598444444444445,0.010755243193772104,867.7093333333333,96.29555555555555,0.8283898305084746,0.9423247559893523,0.9961597542242704
Single Domain,25,2054,180,0,4500,0.48333333333333334,0.8468163018474989,2.9673134241457957,16.4713281261536,289.08741672474406,1.0,0.0,1.0,0.0016021377717455227,0.0,0.0,0.09957627118644068,0.48935226264418813,0.7511520737327189
Independent Agents,25,2054,180,0,4500,0.6637777777777778,0.3057031443723227,0.50788923616599,6.0354066871767715,140.1052033942154,1.0,0.0,4.0,0.007762411919732888,0.0,0.0,0.07203389830508475,0.7191659272404614,0.9969278033794163
One-Shot LLM,25,2054,180,0,4500,0.564,1.647385591458442,11.846994848040456,9.133516333778784,211.32002497110213,1.0,0.0,0.0,0.018609054283135466,760.0,135.0,0.1885593220338983,0.6069210292812778,0.7619047619047619
AAI-CDOS,25,2055,180,195,4500,0.9617777777777777,0.18290067096717166,0.33872881242328257,0.6198561570643322,3.1993368625925256,1.0764444444444445,0.07644444444444444,6.344,0.01037323609408405,858.1137777777777,91.49777777777778,0.8842696629213483,0.970894874022589,0.9984709480122325
Single Domain,25,2055,180,195,4500,0.42155555555555557,1.0813922469358976,3.605619441920326,30.48772020807627,535.9535514851989,1.0,0.0,1.0,0.0016116462647914886,0.0,0.0,0.0853932584269663,0.42441355343179843,0.6452599388379205
Independent Agents,25,2055,180,195,4500,0.7177777777777777,0.2855400121566925,0.441275877801229,4.69627209258482,115.7496132658922,1.0,0.0,4.0,0.007721121215985881,0.0,0.0,0.058426966292134834,0.8123370981754996,1.0
One-Shot LLM,25,2055,180,195,4500,0.6206666666666667,1.6618851087091138,12.696600754924845,7.665130561360611,159.8603550949183,1.0,0.0,0.0,0.018649861320025392,760.0,135.0,0.21123595505617979,0.6763683753258036,0.8012232415902141
AAI-CDOS,50,2026,180,133,9000,0.9157777777777778,0.22469827482366292,0.4141066713058978,1.296828704657957,5.645617760636879,1.1707777777777777,0.17077777777777778,6.769666666666667,0.01107752069623934,874.5913333333333,99.51611111111112,0.7632565613283342,0.9305149539015066,0.9973938942665674
Single Domain,50,2026,180,133,9000,0.22344444444444445,2.6406137369277807,7.193856781851168,89.15299076641521,1480.3807977221784,1.0,0.0,1.0,0.0016672919607824748,0.0,0.0,0.024638457418318157,0.21677535417135146,0.3726731198808637
Independent Agents,50,2026,180,133,9000,0.6042222222222222,0.34198978053451795,0.5326097036230566,8.156747909923865,156.28077235078302,1.0,0.0,4.0,0.007772307894710038,0.0,0.0,0.03427959292983396,0.6060265347425231,0.9973938942665674
One-Shot LLM,50,2026,180,133,9000,0.3948888888888889,5.353422633822339,23.61975996820331,19.684928809817716,371.4406474195371,1.0,0.0,0.0,0.018611255412300427,760.0,135.0,0.1049812533476165,0.42253204407465705,0.5506329113924051
AAI-CDOS,50,2027,180,168,9000,0.8973333333333333,0.2392923539081256,0.46642631809815704,1.6746793983578407,19.77609211461106,1.207,0.207,6.932333333333333,0.011339914726300372,880.7491111111111,102.595,0.7406798245614035,0.9005808757819481,0.9977777777777778
Single Domain,50,2027,180,168,9000,0.24177777777777779,2.3754329124702664,6.623105930855977,85.77721489358142,1446.0167157076935,1.0,0.0,1.0,0.0016401673460172282,0.0,0.0,0.019736842105263157,0.22899910634495085,0.412962962962963
Independent Agents,50,2027,180,168,9000,0.5716666666666667,0.36337025261474926,0.5846233863296848,10.315086260001928,210.84513445818448,1.0,0.0,4.0,0.007800265577518278,0.0,0.0,0.03399122807017544,0.5341823056300268,0.997037037037037
One-Shot LLM,50,2027,180,168,9000,0.342,6.628552660003778,25.220892242876285,27.411771513723334,532.0578273257773,1.0,0.0,0.0,0.01865898072719574,760.0,135.0,0.09320175438596491,0.3579088471849866,0.4837037037037037
AAI-CDOS,50,2028,180,201,9000,0.8843333333333333,0.2510337563589316,0.4732090137360118,1.7389015085697246,21.703528293285775,1.2327777777777778,0.23277777777777778,7.048222222222222,0.011518924134886928,885.1313333333334,104.78611111111111,0.6757357023875624,0.8991559306974678,0.9988876529477196
Single Domain,50,2028,180,201,9000,0.27455555555555555,2.27497001755502,6.83410407266144,76.40496348976392,1179.1380706294663,1.0,0.0,1.0,0.0016435181929005517,0.0,0.0,0.02109938922820655,0.2672145713016437,0.4560622914349277
Independent Agents,50,2028,180,201,9000,0.5616666666666666,0.3691045026849732,0.6161592370550549,10.136503703333362,166.08378767607434,1.0,0.0,4.0,0.0078051759240527945,0.0,0.0,0.025541365907828985,0.5148822745446469,0.9977753058954394
One-Shot LLM,50,2028,180,201,9000,0.2946666666666667,7.751982642555925,25.824690566602815,32.360224012303625,545.0935641873552,1.0,0.0,0.0,0.018663044449769788,760.0,135.0,0.05719044975013881,0.3034207019102621,0.43863552094920283
AAI-CDOS,50,2029,180,148,9000,0.922,0.22312579216222178,0.4146188106644784,1.196408635292383,7.410118795344531,1.1577777777777778,0.15777777777777777,6.7108888888888885,0.011018216299513975,872.3813333333334,98.41111111111111,0.7685185185185185,0.9396648044692737,0.9973968017850502
Single Domain,50,2029,180,148,9000,0.21644444444444444,2.759401553632297,7.626439610882831,96.13641075047875,1758.2377985156686,1.0,0.0,1.0,0.0016649258840415212,0.0,0.0,0.017973856209150325,0.20335195530726258,0.37374488657493493
Independent Agents,50,2029,180,148,9000,0.6085555555555555,0.3419613610676581,0.525414965019201,7.966292291210808,165.35245203607718,1.0,0.0,4.0,0.007708133146580722,0.0,0.0,0.04357298474945534,0.6064804469273744,0.9977686872443288
One-Shot LLM,50,2029,180,148,9000,0.418,5.129162211480123,24.0486645712785,18.65222897561128,393.6856808243001,1.0,0.0,0.0,0.0186193756138285,760.0,135.0,0.13507625272331156,0.441340782122905,0.5723317218296765
AAI-CDOS,50,2030,180,48,9000,0.8942222222222223,0.253367535771768,0.465754740509097,1.6607876297233448,29.038182312926153,1.2125555555555556,0.21255555555555555,6.957,0.011384052638378408,881.6935555555556,103.06722222222223,0.7006920415224913,0.9048358473824313,0.9985496736765772
Single Domain,50,2030,180,48,9000,0.25666666666666665,2.3822877659912525,7.157480295124759,83.92786407123582,1498.133257583726,1.0,0.0,1.0,0.0016573306897448169,0.0,0.0,0.02191464821222607,0.2375776397515528,0.4354604786076867
Independent Agents,50,2030,180,48,9000,0.555,0.36519813864416667,0.5767972896457098,10.681099092599798,235.97593281390783,1.0,0.0,4.0,0.007790978273583783,0.0,0.0,0.04209919261822376,0.4813664596273292,0.9978245105148659
One-Shot LLM,50,2030,180,48,9000,0.31322222222222224,7.710957919612663,26.641826181037796,32.26009735163934,618.2656232875613,1.0,0.0,0.0,0.018675303862740595,760.0,135.0,0.08304498269896193,0.3240905057675244,0.44017403915881076
AAI-CDOS,50,2031,180,226,9000,0.8671111111111112,0.26046794171556514,0.49626112764371927,2.13920196574907,46.12013371647683,1.2675555555555555,0.26755555555555555,7.204888888888889,0.011744630160844989,891.0435555555556,107.74222222222222,0.6664823008849557,0.8705337450374945,0.9977426636568849
Single Domain,50,2031,180,226,9000,0.2727777777777778,2.163793389370331,6.7586716910874065,74.08999246689683,1332.286426035599,1.0,0.0,1.0,0.0016350899305608538,0.0,0.0,0.02157079646017699,0.26775474194971327,0.45221971407072986
Independent Agents,50,2031,180,226,9000,0.5495555555555556,0.36876517491112193,0.5855782471781996,10.090813777968663,216.9387721570405,1.0,0.0,4.0,0.007764708095540603,0.0,0.0,0.029867256637168143,0.49426554918394355,0.9973664409330324
One-Shot LLM,50,2031,180,226,9000,0.2797777777777778,8.119137616822803,25.955456234564764,30.731559402582675,602.7718293067336,1.0,0.0,0.0,0.01859063060126371,760.0,135.0,0.059734513274336286,0.2816497573886193,0.42626034612490593
AAI-CDOS,50,2032,180,64,9000,0.8703333333333333,0.2606372810798311,0.5019795884058957,1.979436562501428,49.324614387323955,1.2617777777777779,0.2617777777777778,7.179222222222222,0.011747916642990377,890.0613333333333,107.25111111111111,0.6668490153172867,0.8781850692892267,0.9951816160118606
Single Domain,50,2032,180,64,9000,0.2667777777777778,2.1782231244256263,6.512069446295512,86.14862282504983,1556.6872030044801,1.0,0.0,1.0,0.0016561962353686492,0.0,0.0,0.02188183807439825,0.24899418864550737,0.4621942179392142
Independent Agents,50,2032,180,64,9000,0.5366666666666666,0.3708857289958274,0.5729103968431417,10.961557583750018,247.99369190133686,1.0,0.0,4.0,0.007874514700637924,0.0,0.0,0.02954048140043764,0.46624944121591416,0.9970348406226834
One-Shot LLM,50,2032,180,64,9000,0.3234444444444444,6.898266359090416,24.930237510144064,28.687625467379394,572.214571493605,1.0,0.0,0.0,0.018680232525285747,760.0,135.0,0.07439824945295405,0.32789450156459543,0.48480355819125276
AAI-CDOS,50,2033,180,16,9000,0.8401111111111111,0.28078825755600234,0.5387244470698119,2.621034453021814,67.91762386309905,1.3216666666666668,0.32166666666666666,7.448444444444444,0.012212107941094372,900.2424444444445,112.34166666666667,0.5978021978021978,0.843701226309922,0.997773654916512
Single Domain,50,2033,180,16,9000,0.311,1.8489392504286395,6.188301454938664,64.75048361507443,1128.0073527827085,1.0,0.0,1.0,0.0016307456729312737,0.0,0.0,0.024725274725274724,0.282943143812709,0.5510204081632653
Independent Agents,50,2033,180,16,9000,0.5164444444444445,0.3876466508092331,0.6384543364572419,12.113112204427221,252.4198882182317,1.0,0.0,4.0,0.007806152622732852,0.0,0.0,0.04120879120879121,0.4205128205128205,0.9970315398886828
One-Shot LLM,50,2033,180,16,9000,0.243,8.698527203758411,26.180179970397408,46.11794149941542,912.1468245069914,1.0,0.0,0.0,0.018596947193145752,760.0,135.0,0.05384615384615385,0.2403567447045708,0.375139146567718
AAI-CDOS,50,2034,180,132,9000,0.9286666666666666,0.21767047909295492,0.40097530543826443,1.1203156471578988,4.780952719780505,1.1451111111111112,0.1451111111111111,6.654222222222222,0.0109063604225715,870.228,97.33444444444444,0.7610096670247046,0.9569441377787591,0.9992334227673438
Single Domain,50,2034,180,132,9000,0.21966666666666668,2.612084333261954,7.037447020681146,97.59523999226829,1587.090863108733,1.0,0.0,1.0,0.0016574466394053565,0.0,0.0,0.01987110633727175,0.2201368955619342,0.3614411651973936
Independent Agents,50,2034,180,132,9000,0.6242222222222222,0.33273299067986634,0.5159683565743423,7.513509415518473,149.19687376146706,1.0,0.0,4.0,0.007826814376231696,0.0,0.0,0.04403866809881848,0.6467211304923824,0.9992334227673438
One-Shot LLM,50,2034,180,132,9000,0.43233333333333335,4.890487472629513,23.119319605709602,17.166436037317265,305.0089787234388,1.0,0.0,0.0,0.018688220634228654,760.0,135.0,0.11654135338345864,0.46897769927136235,0.5940973553085473
AAI-CDOS,50,2035,180,240,9000,0.8837777777777778,0.25316531328410585,0.48160693031779345,1.8490726560444952,41.16003703482481,1.2333333333333334,0.23333333333333334,7.0504444444444445,0.011544508083413044,885.2257777777778,104.83333333333333,0.6807817589576547,0.8972680063219688,0.9989006962257237
Single Domain,50,2035,180,240,9000,0.27666666666666667,2.052145264499773,6.119648771638262,77.56448681133878,1459.3594562960761,1.0,0.0,1.0,0.0016345111135807303,0.0,0.0,0.0249728555917481,0.256942876495823,0.4785635764016123
Independent Agents,50,2035,180,240,9000,0.5628888888888889,0.35972555782049737,0.5638446530688704,10.277371948827644,254.79314352040006,1.0,0.0,4.0,0.007758807132227553,0.0,0.0,0.03908794788273615,0.5125310453827049,0.9981678270428729
One-Shot LLM,50,2035,180,240,9000,0.31933333333333336,7.085149445716028,25.288777325950562,28.297424740406083,612.8263955262958,1.0,0.0,0.0,0.018689357054730255,760.0,135.0,0.07980456026058631,0.32422668773989616,0.47306705753023087
AAI-CDOS,50,2036,180,62,9000,0.8918888888888888,0.24597338350832762,0.4625532584321769,1.6233720303044654,29.546183916587257,1.2181111111111111,0.21811111111111112,6.982444444444444,0.011419482684383789,882.638,103.53944444444444,0.6864864864864865,0.9114701866181156,0.9985486211901307
Single Domain,50,2036,180,62,9000,0.25477777777777777,2.401576100824141,7.023086371953885,75.28485963920959,1372.5858456074377,1.0,0.0,1.0,0.0016483552236523894,0.0,0.0,0.01891891891891892,0.2494310423304506,0.4216255442670537
Independent Agents,50,2036,180,62,9000,0.5538888888888889,0.3669866578643669,0.5778916800827846,10.396855670481886,227.85103062708663,1.0,0.0,4.0,0.008118366977820793,0.0,0.0,0.042702702702702704,0.4902139280837506,0.9985486211901307
One-Shot LLM,50,2036,180,62,9000,0.3462222222222222,6.583152098908016,24.89061401246862,23.700728842382166,472.1244105465864,1.0,0.0,0.0,0.018722078297287226,760.0,135.0,0.08162162162162162,0.36640873918980427,0.49165457184325106
AAI-CDOS,50,2037,180,186,9000,0.9088888888888889,0.23537852918367333,0.448420618910515,1.4609875496758764,11.548668589542936,1.1836666666666666,0.18366666666666667,6.827222222222222,0.011272108647972345,876.7824444444444,100.61166666666666,0.7344262295081967,0.9264049955396967,0.9985107967237528
Single Domain,50,2037,180,186,9000,0.23777777777777778,2.425245737722236,6.929473191042362,97.01953520493221,1618.3750379006763,1.0,0.0,1.0,0.0016462391552825768,0.0,0.0,0.023497267759562842,0.23148974130240857,0.3942665673864483
Independent Agents,50,2037,180,186,9000,0.5792222222222222,0.3542147340008323,0.5731064814430143,9.342194420851673,183.8496804544792,1.0,0.0,4.0,0.00774778477433655,0.0,0.0,0.03333333333333333,0.5504014272970562,0.9992553983618764
One-Shot LLM,50,2037,180,186,9000,0.3482222222222222,6.633875121581628,24.61872182358142,25.407720864281472,489.60850514549503,1.0,0.0,0.0,0.018686678622745805,760.0,135.0,0.10218579234972677,0.35905441570026764,0.4977661950856292
AAI-CDOS,50,2038,180,17,9000,0.8417777777777777,0.28439883445431674,0.5536907489499642,2.449095092359416,72.44183478035318,1.3184444444444445,0.3184444444444444,7.434,0.012159243950413333,899.6946666666666,112.06777777777778,0.6242356864924958,0.836319398363194,0.9970149253731343
Single Domain,50,2038,180,17,9000,0.31033333333333335,1.8351895692958966,5.964322323298004,59.43339742541955,1004.7408180773798,1.0,0.0,1.0,0.0016272083545724552,0.0,0.0,0.0216787103946637,0.2899800928998009,0.5384328358208955
Independent Agents,50,2038,180,17,9000,0.5034444444444445,0.3955055545203686,0.6542378975148544,12.242082238579709,273.5343675742513,1.0,0.0,4.0,0.0077616993544830214,0.0,0.0,0.0339077265147304,0.39814200398142,0.996268656716418
One-Shot LLM,50,2038,180,17,9000,0.28855555555555557,7.61723735477645,25.875574910653917,30.580560398383565,649.6641252585882,1.0,0.0,0.0,0.018605538333455723,760.0,135.0,0.048916064480266815,0.28798938287989384,0.4503731343283582
AAI-CDOS,50,2039,180,131,9000,0.9183333333333333,0.23329089183570395,0.43459721403074153,1.2316564280492426,7.693891104358902,1.1652222222222222,0.16522222222222221,6.7444444444444445,0.011011343294133743,873.6468888888888,99.04388888888889,0.7547277936962751,0.9341500765696784,0.9977645305514158
Single Domain,50,2039,180,131,9000,0.23144444444444445,2.5576970398115675,7.199904780270342,96.9202067077424,1771.4261741188127,1.0,0.0,1.0,0.0016326049032310646,0.0,0.0,0.025787965616045846,0.21942682126449356,0.38561847988077497
Independent Agents,50,2039,180,131,9000,0.5913333333333334,0.35385602765582175,0.5598476691308124,8.972761889254903,192.34409637259847,1.0,0.0,4.0,0.00777775530392925,0.0,0.0,0.03151862464183381,0.5663968497046599,0.9977645305514158
One-Shot LLM,50,2039,180,131,9000,0.3552222222222222,6.654792375740603,25.248272302427928,23.726037208185545,513.4437148274411,1.0,0.0,0.0,0.018613956454727385,760.0,135.0,0.10372492836676218,0.3725661780791949,0.4891952309985097
AAI-CDOS,50,2040,180,191,9000,0.9071111111111111,0.24012716560265884,0.47367414697196103,1.5048139351958132,12.994091121288761,1.1873333333333334,0.18733333333333332,6.8437777777777775,0.011181492565406693,877.4057777777778,100.92333333333333,0.7484454494064443,0.9147286821705426,0.9977908689248896
Single Domain,50,2040,180,191,9000,0.24255555555555555,2.4800964616198797,7.14655101515286,90.43715220193899,1644.1106848478964,1.0,0.0,1.0,0.0016391186767982112,0.0,0.0,0.025438100621820236,0.2230343300110742,0.4164212076583211
Independent Agents,50,2040,180,191,9000,0.5933333333333334,0.3543495112947319,0.5697593088712796,8.86781346689228,189.51025263464754,1.0,0.0,4.0,0.007706094533205032,0.0,0.0,0.048049745618993785,0.5634551495016611,0.998159057437408
One-Shot LLM,50,2040,180,191,9000,0.37522222222222223,6.204616899402452,24.913648595058255,23.318537760403924,478.64625173612245,1.0,0.0,0.0,0.018683462921116088,760.0,135.0,0.10740531373657433,0.39180509413067555,0.5220913107511046
AAI-CDOS,50,2041,180,188,9000,0.8885555555555555,0.24910310040186293,0.4779284256255172,1.7377082972439453,22.42939099794971,1.224,0.224,7.008555555555556,0.011424934905436303,883.6391111111111,104.04,0.69921875,0.898406374501992,0.9981412639405205
Single Domain,50,2041,180,188,9000,0.261,2.3747849750092747,7.094184811444953,73.3873802018779,1370.2229526422368,1.0,0.0,1.0,0.0016431951791875893,0.0,0.0,0.026227678571428572,0.2518813634351483,0.43271375464684014
Independent Agents,50,2041,180,188,9000,0.5751111111111111,0.3601411787618013,0.5799551330629549,9.80878203905324,194.1221739167733,1.0,0.0,4.0,0.007752416396720542,0.0,0.0,0.045200892857142856,0.5338645418326693,0.9973977695167286
One-Shot LLM,50,2041,180,188,9000,0.31666666666666665,7.357634549447361,26.29689752539803,30.966635645893028,628.1328309316239,1.0,0.0,0.0,0.01864733572842346,760.0,135.0,0.09151785714285714,0.32115980522355025,0.4591078066914498
AAI-CDOS,50,2042,180,194,9000,0.8947777777777778,0.24494453589149554,0.4894555892258743,1.632623089006931,15.976913742316816,1.2116666666666667,0.21166666666666667,6.953111111111111,0.011359434264401594,881.5424444444444,102.99166666666666,0.7276785714285714,0.900464499004645,0.9966505396352809
Single Domain,50,2042,180,194,9000,0.23133333333333334,2.449810119143966,6.980837004969822,86.69571784193869,1615.8600615068813,1.0,0.0,1.0,0.0016557608938051595,0.0,0.0,0.021205357142857144,0.22185357221853572,0.38742091551916635
Independent Agents,50,2042,180,194,9000,0.5706666666666667,0.3634810459866085,0.594602697798474,9.678413177877088,173.5604217813187,1.0,0.0,4.0,0.007747832427008284,0.0,0.0,0.026785714285714284,0.533067905330679,0.9966505396352809
One-Shot LLM,50,2042,180,194,9000,0.33266666666666667,7.1020454998877,25.90935429000787,27.480815894719303,494.63303900867027,1.0,0.0,0.0,0.018649764979879063,760.0,135.0,0.08649553571428571,0.3483742534837425,0.47041310011164866
AAI-CDOS,50,2043,180,137,9000,0.9292222222222222,0.21795298644200276,0.3847439286029347,1.1019675295316798,6.3440719693401695,1.1434444444444445,0.14344444444444446,6.646444444444445,0.010881351927916208,869.9446666666666,97.19277777777778,0.7846575342465754,0.9472049689440993,0.9977502812148481
Single Domain,50,2043,180,137,9000,0.22477777777777777,2.7257119894815687,7.58531423994904,92.46280418486681,1645.8596434434705,1.0,0.0,1.0,0.001646858070873552,0.0,0.0,0.023013698630136987,0.22027506654835846,0.37045369328833894
Independent Agents,50,2043,180,137,9000,0.5997777777777777,0.34310710881048273,0.526345832239557,8.579187090606279,189.3051718618043,1.0,0.0,4.0,0.0077211375658710795,0.0,0.0,0.047123287671232875,0.5885093167701864,0.9970003749531309
One-Shot LLM,50,2043,180,137,9000,0.4058888888888889,5.7459864826864715,24.734257015734407,19.53856822358729,424.5908929103418,1.0,0.0,0.0,0.018612016044143174,760.0,135.0,0.1178082191780822,0.435226264418811,0.5534308211473565
AAI-CDOS,50,2044,180,220,9000,0.847,0.2784748553970917,0.5484420516635831,2.5509236854217705,55.53491111024824,1.3078888888888889,0.3078888888888889,7.386444444444445,0.012066612847977214,897.9002222222222,111.17055555555555,0.6081382385730212,0.8510258697591436,0.9977957384276267
Single Domain,50,2044,180,220,9000,0.2768888888888889,2.4694100041085423,8.747818471572003,68.00388093866313,1307.103781345956,1.0,0.0,1.0,0.0016326143716772397,0.0,0.0,0.020066889632107024,0.24442462087421946,0.4996326230712711
Independent Agents,50,2044,180,220,9000,0.5078888888888888,0.39197972485542715,0.6368385797681111,12.2311545889926,249.11561623226416,1.0,0.0,4.0,0.007736770746608575,0.0,0.0,0.033444816053511704,0.4005352363960749,0.9974283614988979
One-Shot LLM,50,2044,180,220,9000,0.29255555555555557,7.443384187413016,25.774115502484285,32.935156776900385,591.5266168165242,1.0,0.0,0.0,0.01865931388197674,760.0,135.0,0.05239687848383501,0.282114183764496,0.4680382072005878
AAI-CDOS,50,2045,180,55,9000,0.9077777777777778,0.24457287011455198,0.45784740101191085,1.4102411427180757,12.081022551513938,1.1852222222222222,0.18522222222222223,6.833888888888889,0.011163895070138905,877.0468888888889,100.74388888888889,0.7238150965476887,0.922806245876402,0.9974489795918368
Single Domain,50,2045,180,55,9000,0.2657777777777778,2.2999919471974883,6.582667879697267,79.93976941379667,1289.948565182401,1.0,0.0,1.0,0.001643704767856333,0.0,0.0,0.01930953774136922,0.26061139212667694,0.42784256559766765
Independent Agents,50,2045,180,55,9000,0.5945555555555555,0.35204026989885195,0.567628142950681,8.570119179539978,162.75926807431745,1.0,0.0,4.0,0.007774662899060382,0.0,0.0,0.04505558806319485,0.5581702221244776,0.9970845481049563
One-Shot LLM,50,2045,180,55,9000,0.36377777777777776,6.5877066260519035,25.68648516708857,21.337568847715367,386.49113711710265,1.0,0.0,0.0,0.018716283556487825,760.0,135.0,0.09479227618490345,0.3707939300637783,0.5196793002915452
AAI-CDOS,50,2046,180,55,9000,0.9102222222222223,0.23206194922259252,0.42475728125312834,1.3799024644126867,14.23706960225087,1.181111111111111,0.1811111111111111,6.815777777777778,0.011170534623993767,876.348,100.39444444444445,0.7390590809628009,0.9263347600810994,0.9985364068788877
Single Domain,50,2046,180,55,9000,0.24922222222222223,2.490310958852753,6.998131684484956,86.68948074585917,1587.928358703155,1.0,0.0,1.0,0.0016445376289387543,0.0,0.0,0.02461706783369803,0.2421716602838477,0.41090376875228685
Independent Agents,50,2046,180,55,9000,0.5763333333333334,0.3556751454155096,0.5459595653470675,9.39632015418375,205.67932859647942,1.0,0.0,4.0,0.007785218509121073,0.0,0.0,0.041028446389496716,0.5368326199594503,0.9985364068788877
One-Shot LLM,50,2046,180,55,9000,0.3501111111111111,6.974244695676655,25.531321229774026,24.61441169436051,509.29289281004515,1.0,0.0,0.0,0.018727096625500254,760.0,135.0,0.0962800875273523,0.36652399189006535,0.49323088181485547
AAI-CDOS,50,2047,180,107,9000,0.916,0.23389254977549562,0.4479706295609476,1.305241659387597,10.249169777005577,1.1685555555555556,0.16855555555555554,6.7587777777777776,0.011075822791705528,874.2135555555556,99.32722222222222,0.7755331088664422,0.9218401071907102,0.9978102189781022
Single Domain,50,2047,180,107,9000,0.2398888888888889,2.5298560138203814,7.158483170946977,90.71884245530133,1551.6144051795254,1.0,0.0,1.0,0.0016564373961753314,0.0,0.0,0.02132435465768799,0.2344796784278696,0.39087591240875913
Independent Agents,50,2047,180,107,9000,0.6007777777777777,0.34206922850728183,0.5272711306201929,8.392378578129598,181.5082622750494,1.0,0.0,4.0,0.007753937039524317,0.0,0.0,0.0409652076318743,0.5806163465832961,0.9978102189781022
One-Shot LLM,50,2047,180,107,9000,0.4021111111111111,5.5793756043617675,23.881622342258254,20.07144931354004,391.93838527135506,1.0,0.0,0.0,0.018586160356385842,760.0,135.0,0.09764309764309764,0.42295667708798573,0.5660583941605839
AAI-CDOS,50,2048,180,185,9000,0.9073333333333333,0.23061392841177267,0.44726351107397644,1.4804080715367434,14.975353476042851,1.1873333333333334,0.18733333333333332,6.844,0.011200612928304408,877.4057777777778,100.92333333333333,0.7345918933925597,0.9213893967093236,0.9957492029755579
Single Domain,50,2048,180,185,9000,0.23366666666666666,2.897101623985569,9.193373991315582,93.2184175297369,1771.4979689945274,1.0,0.0,1.0,0.0016580136078927252,0.0,0.0,0.02498611882287618,0.2209780621572212,0.38646829613885936
Independent Agents,50,2048,180,185,9000,0.6077777777777778,0.3476543193425337,0.552049230430818,8.241971551597063,175.25426130464314,1.0,0.0,4.0,0.007764017571591669,0.0,0.0,0.039422543031649084,0.5893510054844607,0.9989373007438895
One-Shot LLM,50,2048,180,185,9000,0.38655555555555554,6.0944505912808316,24.717692389744066,23.826504901129454,484.695481971602,1.0,0.0,0.0,0.018735329154878855,760.0,135.0,0.10660744031093837,0.4101919561243144,0.528515763372299
AAI-CDOS,50,2049,180,131,9000,0.9294444444444444,0.22426214084240034,0.424424569072652,1.1190719183868363,5.920929907717885,1.1428888888888888,0.1428888888888889,6.643888888888889,0.010892048943787813,869.8502222222222,97.14555555555556,0.8015651201788708,0.9396436525612473,0.9966923925027563
Single Domain,50,2049,180,131,9000,0.21344444444444444,2.7340014200571496,7.720131064448703,121.29222640736825,2212.5507813103404,1.0,0.0,1.0,0.0016597873117360803,0.0,0.0,0.01621017328116266,0.19866369710467707,0.3675119441381845
